,track,artist,track_id,release_date,dance,energy,loud,speech,acoust,live,valence,tempo,sim_score
297,"U.O.E.N.O. (feat. Rick Ross, Future)",Rocko,0HFrCOmhCYXlv4NdEwRAuj,2013-03-05,0.422,0.641,-4.947,0.323,0.422,0.317,0.654,187.027,-59.026161488860815
298,Solid (feat. Drake),Young Stoner Life,6rTInqW3YECMkQsBEHw4sd,2021-04-16,0.887,0.485,-9.358,0.2,0.0392,0.141,0.328,125.987,-1.8059628277654047
299,High (feat. Elton John),Young Thug,7iMDaY1LnASwCk2uUpMtii,2018-09-24,0.759,0.498,-10.615,0.0776,0.223,0.406,0.244,126.972,-2.8589991809794904
300,DEVASTATED,Joey Bada$$,4PnNzWe1LJoAMD5j5RHpI0,2017-04-07,0.812,0.628,-6.164,0.0682,0.0634,0.254,0.485,123.004,-3.0806017201876195
301,Lost,Frank Ocean,3GZD6HmiNUhxXYf8Gch723,2012-07-10,0.913,0.603,-4.892,0.226,0.0272,0.167,0.497,123.061,-3.406571155762947
302,No Hands (feat. Roscoe Dash & Wale),Waka Flocka Flame,03tqyYWC9Um2ZqU0ZN849H,2010-10-01,0.76,0.595,-6.366,0.0391,0.00544,0.241,0.361,131.497,-3.498930077607306
303,Hate Bein' Sober,Chief Keef,3SuzCeGoNOWmbWOoDMou0B,2012-01-01,0.82,0.47,-7.181,0.0458,0.00435,0.141,0.313,132.003,-4.005824705011199
304,SaintLaurentYSL - The Martinez Brothers Re-Edit,Lil Yachty,4Yhq45AkxUJzKPucSfGN9Y,2019-04-10,0.896,0.721,-5.891,0.204,0.000632,0.0725,0.648,131.992,-4.049970822337889
305,Calabasas,Skizzy Mars,4TXdMmTNsCETBK0D7PCYsL,2019-07-26,0.861,0.632,-5.754,0.0451,0.0627,0.15,0.327,132.004,-4.090248436255321
306,These Days,mike.,5tsI3xxDHDgzHhn30LTQNz,2015-10-30,0.815,0.364,-11.158,0.375,0.533,0.108,0.328,129.937,-4.282203851310816
307,Weekend (feat. Miguel),Mac Miller,6GnhWMhgJb7uyiiPEiEkDA,2015-09-18,0.843,0.435,-8.442,0.178,0.47,0.147,0.19,120.058,-6.186941898109446
308,Used To Be - Rasster Remix,GASHI,6Sun0pDZ9Dg5TRF1vSy32V,2020-08-07,0.699,0.929,-3.721,0.0741,0.0362,0.266,0.311,120.06,-6.626166676174948
309,I Heard You Got Too Litt Last Night,SAINt JHN,3q0U6eqmHObU2cy0O6VHGS,2018-03-30,0.789,0.552,-7.498,0.0454,0.0518,0.101,0.379,134.968,-6.975803896209967
310,Reality Check,Swae Lee,2p72O2JobPc9sVz520Hil5,2020-06-18,0.542,0.434,-11.17,0.0645,0.176,0.178,0.0702,120.046,-7.270048792891082
311,Take It To Trial (feat. Yak Gotti),Young Stoner Life,6aKDdFwPJLgHT4aNktrQmb,2020-12-18,0.891,0.552,-6.877,0.223,0.00225,0.162,0.455,135.976,-7.951713591782164
312,Slow Dance,Skizzy Mars,10U7eV4I7I4UjhkcCoTvA4,2021-03-19,0.821,0.595,-5.975,0.0589,0.0644,0.324,0.961,116.994,-9.079601423310525
313,Trap (feat. Lil Baby),SAINt JHN,2Y8hY4rRRQQjdaZkkwzpd9,2019-08-23,0.791,0.839,-2.887,0.0424,0.0849,0.193,0.349,116.991,-9.774525630059154
314,Who You Foolin,Gunna,7KVPsVMOK3NL7subwJ0dZj,2019-02-22,0.916,0.756,-7.653,0.188,0.0942,0.23,0.756,115.69,-10.377850072434594
315,4 THE LOW,Problem,1uOD7FbIotRvNdSjffKty7,2021-02-17,0.855,0.489,-9.279,0.142,0.0231,0.167,0.219,138.185,-10.439614798095338
316,Save That Shit,Chief Keef,0uATCc7skXRKGBYp4FHdBZ,2012-03-14,0.545,0.826,-4.651,0.0491,0.138,0.338,0.487,140.02,-12.167709249098786
317,The Adventures of Moon Man & Slim Shady (with Eminem),Kid Cudi,38iBrrbbXyWaSPkmuDNgjZ,2020-07-10,0.88,0.787,-5.189,0.118,0.226,0.12,0.588,113.018,-13.104319728607992
318,Hopes & Dreams (feat. Nipsey Hussle),Wiz Khalifa,0HxhSARtotxxCIabBZzz4e,2021-03-26,0.549,0.613,-5.748,0.208,0.111,0.105,0.475,141.183,-13.192655615028476
319,High Today (feat. Logic),Wiz Khalifa,6TkwBmyNs21ihKTi8Bp0eo,2020-04-20,0.775,0.629,-5.315,0.0669,0.269,0.111,0.278,112.835,-13.275111098860163
320,Self Care,Mac Miller,5bJ1DrEM4hNCafcDd1oxHx,2018-08-03,0.52,0.538,-8.109,0.206,0.367,0.119,0.177,141.894,-13.931017145753954
321,Life Is Good (feat. Drake),Future,5yY9lUy8nbvjM1Uyo1Uqoc,2020-01-10,0.676,0.609,-5.831,0.481,0.0706,0.152,0.508,142.037,-14.041366419271961
322,How We Do It (feat. Wiz Khalifa),Shoreline Mafia,5ZFZRz1zPgYFxJK1yuAzbK,2020-07-24,0.873,0.79,-6.262,0.0684,0.028,0.381,0.367,111.989,-14.05618956093481
323,Lemonade,Gucci Mane,6rUcS9i07F6okIe8wujs5J,2009-12-04,0.741,0.658,-7.758,0.0853,0.643,0.307,0.746,142.057,-14.06566770816344
324,The Void,Kid Cudi,2yg7MXp8nSPaf61HVkhEr3,2020-12-11,0.464,0.459,-8.736,0.0314,0.365,0.117,0.0786,142.017,-14.12670319318775
325,All Night (feat. Knox Fortune),Chance the Rapper,60xaS8mYBKUW4VQQ666N0T,2016-05-27,0.704,0.777,-5.729,0.195,0.0358,0.151,0.392,111.921,-14.14912978698118
326,"Ego Death (feat. Kanye West, FKA twigs & Skrillex)",Ty Dolla $ign,3Q5cLvkKsHJvYltf8k7HkO,2020-10-22,0.818,0.598,-5.948,0.113,0.0573,0.634,0.331,111.052,-15.010373912960418
327,So High (feat. Curren$y),French Montana,0JLAHeDgp2LtdyBrna01d2,2010-05-06,0.715,0.458,-9.15,0.317,0.509,0.544,0.648,143.328,-15.477559879023328
328,Roll Up (feat. Marko Penn),B.o.B,6cbVp9abjjESjHgqjM1bWm,2016-04-29,0.825,0.453,-8.17,0.0451,0.513,0.102,0.614,108.991,-17.09716323927046
329,DOLLAZ ON MY HEAD (feat. Young Thug),Gunna,3nS9a01VvXHQriLqJYwRqG,2020-05-22,0.825,0.458,-7.47,0.0577,0.114,0.102,0.161,145.115,-17.10440801740831
330,Space Cadet (feat. Gunna),Metro Boomin,1fewSx2d5KIZ04wsooEBOz,2018-11-06,0.901,0.464,-9.789,0.0645,0.368,0.238,0.638,109.004,-17.278367129390954
331,Momma Always Told Me (feat. Stanaj & Yung Bae),Mike Posner,63lUB0rs6KK58vj8mEAfdj,2021-01-28,0.766,0.533,-5.758,0.0506,0.03,0.0667,0.764,107.999,-18.062008907373812
332,Dang! (feat. Anderson .Paak),Mac Miller,5iUQMwxUPdJBFeGkePtM66,2016-09-16,0.836,0.67,-6.907,0.23,0.00826,0.0837,0.556,107.018,-19.014662344981026
333,Sunshine (The Light),Fat Joe,6nL0wIy3rcQPqHNAtm61Gh,2021-01-21,0.8,0.832,-5.497,0.266,0.087,0.322,0.736,106.983,-19.091519650011573
334,Fight the Feeling,Mac Miller,2w9htZtkcbR48NCWzXjfvb,2012-03-23,0.569,0.881,-5.873,0.365,0.111,0.655,0.811,148.067,-20.06609841064069
335,"Monica Lewinsky, Election Year (feat. DaBaby & A Boogie Wit da Hoodie)",SAINt JHN,2UGIICxl8lXxCRpYtnTPUD,2020-11-20,0.846,0.675,-5.124,0.139,0.272,0.108,0.564,106.015,-20.08143053701054
336,Cold (feat. Tory Lanez),French Montana,5wMh9hhqKQ4JfqLuvqAC7s,2020-05-01,0.881,0.785,-5.4,0.102,0.0121,0.0849,0.178,105.972,-20.10986896621577
337,"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)",A$AP Rocky,2N3U8uTYhjX2KwGT0pf5x0,2015-05-26,0.394,0.661,-8.684,0.192,0.00996,0.343,0.335,149.818,-21.872143009250326
338,Feel A Way (feat. Kanye West & Brent Faiyaz),2 Chainz,1GxoFQZxD7tFhQFUD9F0dD,2020-11-13,0.859,0.727,-5.598,0.073,0.358,0.332,0.688,149.932,-21.933829340230133
339,By Yourself (feat. Jhené Aiko & Mustard),Ty Dolla $ign,1psvnQxSDdIKTDM2Jm8QKt,2020-10-23,0.771,0.526,-6.844,0.0718,0.0804,0.663,0.182,104.036,-22.004501829659333
340,Roses,GASHI,6qc5EODnUU7XX4zn8B4c89,2019-09-20,0.497,0.587,-6.097,0.034,0.475,0.172,0.391,150.104,-22.087536589398233
341,Ladders,Mac Miller,39NDBdU5Xkm5pCFGa5kZtI,2018-08-03,0.802,0.463,-8.379,0.162,0.236,0.105,0.291,103.961,-22.127644594441517
342,Gifted (feat. Roddy Ricch),Cordae,0mb3uDw5vfFUcZfJYFOMRu,2020-08-27,0.653,0.603,-5.697,0.171,0.175,0.18,0.551,151.016,-23.01029550519525
343,Infatuation,Takeoff,00I0pcNkN3IOX3fsYbaB4N,2018-11-02,0.629,0.608,-7.247,0.0771,0.0724,0.0874,0.413,103.021,-23.01569105873911
344,Drankin N Smokin,Future,0k7wmahjkn389wAZdz19Cv,2020-11-13,0.752,0.658,-6.297,0.342,0.0421,0.0927,0.387,151.951,-23.927377409482947
345,2 birds,mike.,7rb09YimksJ3XH7mmT0Uwv,2020-05-29,0.805,0.554,-6.232,0.071,0.0694,0.0718,0.316,100.949,-25.089831111733957
346,20 Joints,Berner,6vSmfVyxYCm6D1VVXp2knn,2014-10-02,0.836,0.731,-7.396,0.146,0.251,0.0679,0.766,100.861,-25.177884504459083
347,i n t e r l u d e,J. Cole,2gyYjQWXKxemhAyMPgctIx,2021-05-07,0.604,0.668,-3.525,0.115,0.11,0.407,0.114,100.854,-25.38442896647194
348,No Role Modelz,J. Cole,62vpWI1CHwFy7tMIcSStl8,2014-12-09,0.692,0.521,-8.465,0.33,0.301,0.0565,0.463,100.45,-25.63542936798281
349,"Spicy (feat. J Balvin, YG, Tyga & Post Malone) - Remix",Ty Dolla $ign,4Ae2ORKCPbA8L67WWFmVEV,2021-01-29,0.852,0.461,-6.636,0.0901,0.151,0.0978,0.301,100.047,-25.986732644260638
350,Change Ya Life,Shoreline Mafia,0y0CMYyM4jnqFd2RVALYYP,2020-07-31,0.893,0.635,-6.731,0.088,0.0105,0.107,0.285,100.005,-26.028675440294936
351,"Santos Party House feat. Big K.R.I.T., Girl Talk",Smoke DZA,4kzRStOMBbRmUwe3CIykuu,2020-10-02,0.847,0.645,-6.936,0.179,0.027,0.0965,0.89,99.954,-26.079783415249135
352,Hate It Or Love It,The Game,2wGSgTmgSF3xjRrHkTc25R,2005,0.802,0.785,-4.781,0.207,0.14,0.123,0.435,99.998,-26.107578678421337
353,That's Life (feat. Mac Miller & Sia),88-Keys,5h0Jgt873QtgL6nJRBGfT6,2019-06-20,0.525,0.774,-4.532,0.241,0.24,0.495,0.526,154.192,-26.25776841281771
354,i don't wanna party,mike.,7dCDuz7v3fysECAKFWmD6c,2021-03-12,0.755,0.404,-6.404,0.0539,0.606,0.127,0.195,99.012,-27.02796952768433
355,Can't Go For That (feat. Lil Duval),2 Chainz,1W1pokpC4XLVjVMXUCWi5l,2020-11-13,0.795,0.665,-7.091,0.0625,0.0119,0.106,0.335,98.542,-27.49233654467113
356,Rich Nigga Shit (feat. Young Thug),21 Savage,3ruoIF2UnoXdzK8mR61ebq,2020-10-02,0.825,0.733,-5.625,0.0969,0.349,0.112,0.62,97.974,-28.08029605359619
357,Beware,Big Sean,6bxUnsSGZCmoHHU5auwtps,2013-01-01,0.7,0.554,-5.909,0.187,0.219,0.419,0.0633,97.127,-28.92219556009885
358,Big Boss Rabbit,Freddie Gibbs,26NyJM0Y3eXi4h07V7zQCC,2021-04-02,0.699,0.907,-4.661,0.273,0.143,0.302,0.859,96.912,-29.196158702835028
359,Opposite of Adults,Chiddy Bang,01oPNCtTniFT3YM4K3ksTf,2010-10-12,0.674,0.899,-5.115,0.193,0.011,0.327,0.604,95.999,-30.078471715430325
360,Asshole (feat. Oliver Tree),Lil Yachty,4kJWkZTGgzzkFrS0HHScxe,2020-11-27,0.818,0.54,-3.605,0.0979,0.129,0.164,0.466,95.999,-30.194675536777122
361,"Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,5HQVUIKwCEXpe7JIHyY734,2011-10-11,0.715,0.655,-6.425,0.137,0.0525,0.115,0.531,95.078,-30.955134611151347
362,Beach Ballin' (feat. blackbear),Yung Pinch,3xmsmrufmGULmdWToT78jD,2020-01-17,0.689,0.586,-6.522,0.141,0.0643,0.12,0.49,160.037,-32.00809472709384
363,No Sleep,Wiz Khalifa,2kzRSiyignH8yzPTrWvyPo,2011-03-29,0.653,0.711,-6.454,0.0623,0.109,0.443,0.769,160.048,-32.02115818278942
364,Transportin',Kodak Black,1WIZiOuNO3woKfdlSK2gNn,2017-08-18,0.804,0.66,-4.86,0.0726,0.0319,0.103,0.257,94.053,-32.035974447514064
365,Last Day In,Kodak Black,1jJPsemOvkw0cvtzNrkBpo,2021-01-23,0.674,0.681,-5.021,0.0801,0.191,0.0791,0.374,160.038,-32.05533496013618
366,100 Grandkids,Mac Miller,4z0PnuB07fxtVZZRWsCfxb,2015-09-18,0.735,0.749,-3.766,0.0874,0.371,0.47,0.373,93.718,-32.451489746419405
367,YES! (feat. Rich The Kid & K CAMP),KYLE,2XeMW0BNHdAbXVRZ3C1D09,2020-07-17,0.758,0.666,-8.088,0.14,0.0318,0.289,0.701,162.083,-34.07758796244115
368,POPSTAR (feat. Drake),DJ Khaled,6EDO9iiTtwNv6waLwa1UUq,2020-07-17,0.8,0.56,-4.818,0.261,0.057,0.134,0.45,163.071,-35.09493453390383
369,Tequila Shots,Kid Cudi,30KctD1WsHKTIYczXjip5a,2020-12-11,0.712,0.556,-7.214,0.0531,0.084,0.527,0.22,90.494,-35.54325898423405
370,Substance Abuse,Smoke DZA,6K0LB4XItoRSkKZSkVTS4d,2012-06-05,0.725,0.627,-8.275,0.344,0.212,0.181,0.576,90.51,-35.55159580273889
371,Love Is Only a Feeling,Joey Bada$$,7umZiitjVsEjMQ6HNddpUI,2017-07-06,0.629,0.676,-7.088,0.191,0.53,0.701,0.497,90.377,-35.66036662291856
372,so sick,mike.,3InUBaYzRK9RG0RMmAVxZy,2021-05-07,0.816,0.434,-10.029,0.0756,0.12,0.109,0.259,88.978,-37.19318128303535
373,She Knows This,Kid Cudi,1xzUQMiCoY5pdego0pHMeV,2020-12-11,0.39,0.724,-7.607,0.0889,0.162,0.393,0.312,165.945,-37.92640939574055
374,Soundtrack 2 My Life,Kid Cudi,1cdC9TCqyLwAlsw3fVJaJS,2009-09-15,0.464,0.754,-6.653,0.128,0.465,0.37,0.444,86.501,-39.53233937101093
375,Potato Salad,"Tyler, The Creator",1jzIJcHCXneHw7ojC6LXiF,2018-09-28,0.538,0.612,-6.02,0.424,0.308,0.213,0.684,168.197,-40.17516150553393
376,Tommy Lee (feat. Post Malone),Tyla Yaweh,5QZKcQDp0tCcvMdyqEciBV,2020-06-12,0.457,0.621,-5.923,0.138,0.218,0.0944,0.634,85.359,-40.68155974623312
377,Money In The Way,2 Chainz,1Du1gIiBziiR6SUx3gnSvr,2019-03-01,0.79,0.793,-4.138,0.2,0.238,0.305,0.584,85.006,-41.108242417450796
378,4 Thangs (feat. Big Sean & Hit-Boy),Freddie Gibbs,4wmZtoif8SGm7PDqgKrEXr,2020-10-30,0.813,0.557,-6.655,0.133,0.0547,0.128,0.764,83.012,-43.0196858998426
379,The Count (feat. Wiz Khalifa),Curren$y,171PWhxgdrIOgcAiBPO3Gr,2018-05-30,0.385,0.757,-5.96,0.167,0.709,0.235,0.469,82.673,-43.36966232063074
380,Suga Suga,Baby Bash,6Nq5lE0CeOAAAqN4qhkbZU,2003-01-01,0.662,0.748,-3.041,0.268,0.688,0.0841,0.535,82.331,-43.858831690814256
381,Temptations (feat. Kid Cudi),Ty Dolla $ign,0SKbj3NTkGFS76OkFmAw0u,2020-10-23,0.624,0.793,-5.711,0.0413,0.0266,0.578,0.724,81.531,-44.51515593299443
382,t h e . c l i m b . b a c k,J. Cole,5lLNBIyjp72btcnrjBG751,2021-05-14,0.618,0.632,-6.973,0.346,0.0526,0.353,0.319,81.446,-44.58702587446125
383,Dennis Rodman (feat. Tyga),A$AP Ferg,2N8jIpNMutjwnt50OroVVL,2020-09-25,0.741,0.537,-6.797,0.143,0.0358,0.146,0.233,80.454,-45.57845553754228
384,Stuntin' On You (feat. DaBaby),Tyla Yaweh,341lTIxmhybbQsgydwJiFx,2020-07-17,0.796,0.683,-5.165,0.277,0.0111,0.126,0.737,173.852,-45.85029200131843
385,Living Single,Big Sean,36xxq7VDZZsGwARsn6Clo7,2016-12-17,0.714,0.62,-5.045,0.296,0.223,0.109,0.73,80.109,-45.95430979289123
386,Pro Bad Decision Maker,Skizzy Mars,122AHZCn0fskyGBPmPO2VV,2021-02-12,0.673,0.663,-8.255,0.0775,0.251,0.145,0.599,80.02,-46.03375829334503
387,Smack DVD (feat. Kanye West),SAINt JHN,1Si3sqUkvIj6Cz9JYO14OS,2020-11-27,0.86,0.488,-6.431,0.461,0.0719,0.159,0.274,78.559,-47.4755549115717
388,Small Worlds,Mac Miller,4gT3mNJA8lnlkYFqGZ8IA2,2018-08-03,0.516,0.546,-9.105,0.249,0.814,0.0995,0.515,78.267,-47.823339024454285
389,Wet Dreamz,J. Cole,6Ius4TC0L3cN74HT7ENE6e,2014-12-09,0.517,0.705,-8.205,0.364,0.0751,0.128,0.584,175.906,-47.89728635301554
390,What It Is,KYLE,1AYNmdKudx7JArl2uDy1nv,2020-07-17,0.84,0.304,-6.52,0.101,0.0732,0.115,0.656,76.474,-49.55900480340571
391,Rockstar Knights (with Trippie Redd),Kid Cudi,4J9SI7do4KOEsCexqEbjmR,2020-12-11,0.625,0.682,-6.292,0.126,0.384,0.337,0.384,178.052,-50.02483797413567
392,Lotus Flower Bomb (feat. Miguel),Wale,3MAgQuClHcAV8E9CbeBS6f,2011-10-28,0.512,0.598,-4.959,0.115,0.611,0.0881,0.345,70.189,-55.8732825849256
393,RNP (feat. Anderson .Paak),Cordae,5lw8Mgb4LyhriPIC86gV6e,2019-07-26,0.611,0.714,-4.696,0.856,0.184,0.145,0.628,196.043,-68.04771967217162
394,Moana,G-Eazy,1Tfxi7N3DW4zvAuVjt9g8X,2020-04-29,0.753,0.502,-6.879,0.264,0.0439,0.128,0.349,205.895,-77.86526103491195
395,In the Ayer (feat. will.I.am),Flo Rida,6RpiAj9Ofv0Uqp6n2OuRoh,2008-03-17,0.83,0.746,-6.286,0.0579,0.00456,0.26,0.646,125.992,-0.18614490581834242
396,Get Up (feat. Chamillionaire),Ciara,3rKCDtV8UcF0RytSiXxypc,2006,0.964,0.595,-6.887,0.109,0.0248,0.0405,0.629,128.593,-0.6015103723672979
397,S&M,Rihanna,7ySUcLPVX7KudhnmNcgY2D,2010-01-01,0.769,0.684,-5.019,0.0411,0.0105,0.0887,0.835,127.972,-1.0309865742540016
398,Ain't No Other Man,Christina Aguilera,7huo2wvrCgRucUsjdSDLQV,2006-08-14,0.862,0.742,-4.722,0.222,0.00376,0.103,0.511,127.91,-1.2588830398236617
399,Man! I Feel Like A Woman!,Shania Twain,6sxptembJVty4sNtcPMAVz,1997-11-04,0.657,0.639,-7.527,0.0412,0.581,0.278,0.674,124.882,-1.3112484831364988
400,Temperature,Sean Paul,0k2GOhqsrxDTAbFFSdNJjT,2005-09-26,0.951,0.6,-4.675,0.0685,0.106,0.0712,0.822,125.04,-1.9227241082255246
401,Hot Wings (I Wanna Party),Various Artists,0BxhafwvN6GXIyyvi27A0I,2011-01-01,0.739,0.686,-6.386,0.0438,0.00507,0.0452,0.68,129.916,-1.9265823012689651
402,Money,Cardi B,2GGMabyHXnJmjY6CXhhB2e,2018-10-23,0.95,0.59,-6.508,0.29,0.00534,0.11,0.219,130.003,-2.026708395468826
403,Confident,Demi Lovato,3DXXKDbbZKyAZfNb96ST3q,2015-01-01,0.594,0.749,-6.251,0.0677,0.00188,0.0869,0.344,130.064,-2.103120583992977
404,Boom Boom Pow,Black Eyed Peas,7xRNsqOQOgWbHV1nbXnfXN,2009-01-01,0.867,0.857,-5.892,0.0663,0.13,0.13,0.402,130.048,-2.162241624670767
405,Time of Our Lives,Pitbull,2bJvI42r8EF3wxjOuDav4r,2014-11-21,0.721,0.802,-5.797,0.0583,0.0921,0.694,0.724,124.022,-2.2193595224517386
406,Cooler Than Me (feat. Big Sean),Mike Posner,2DPYlWl50ydYsnnuryL5aX,2009-12-15,0.837,0.515,-4.065,0.0793,0.103,0.233,0.769,129.001,-2.3706571247761254
407,California Gurls,Katy Perry,6tS3XVuOyu10897O3ae7bi,2012-03-12,0.791,0.754,-3.729,0.0569,0.00446,0.163,0.425,125.014,-2.6720552451726176
408,Glamorous,Fergie,4KTtYhxFtFL7mBwnjkKfLm,2006-01-01,0.81,0.755,-6.408,0.201,0.288,0.0857,0.623,130.99,-2.9807075392196127
409,Pretty Boy Swag,Soulja Boy,2zOWuWdyuMqOoboNRKlJO0,2010-01-01,0.837,0.42,-5.158,0.0629,0.177,0.356,0.143,123.157,-3.237290946442026
410,I Kissed A Girl,Katy Perry,005lwxGU1tms6HGELIcUv9,2008-06-17,0.699,0.76,-3.173,0.0677,0.00223,0.132,0.696,129.996,-3.6802698199252672
411,Shots,LMFAO,1V4jC0vJ5525lEF1bFgPX2,2009-01-01,0.825,0.856,-1.912,0.0476,0.00851,0.127,0.207,128.016,-3.9939230452719716
412,Formation,Beyoncé,6g0Orsxv6glTJCt4cHsRsQ,2016-04-23,0.896,0.621,-6.857,0.237,0.00532,0.196,0.818,121.966,-4.078510424484652
413,She Wolf,Shakira,4cS2HQ6jK80vqdY9ofpztx,2009,0.865,0.69,-7.448,0.0444,0.289,0.225,0.868,121.983,-4.102725218429617
414,Raise Your Glass,P!nk,1gv4xPanImH17bKZ9rOveR,2010-10-05,0.7,0.709,-5.006,0.0839,0.0048,0.0289,0.625,122.019,-4.3243561660356855
415,Move Ya Body,Nina Sky,2ndnVdR8si7CW9T8vJRHyW,2004-01-01,0.87,0.712,-6.313,0.0432,0.0202,0.0576,0.877,121.057,-5.006128968212644
416,WAP (feat. Megan Thee Stallion),Cardi B,4Oun2ylbjFKMPTiaSbbCih,2020-08-07,0.935,0.454,-7.509,0.375,0.0194,0.0824,0.357,133.073,-5.104820043768571
417,"Strut - From ""The Cheetah Girls 2""",The Cheetah Girls,1g1Jor1zrllXn2ogj8KGAH,2006-01-01,0.674,0.87,-5.158,0.0912,0.428,0.127,0.559,120.027,-6.196308269578376
418,We R Who We R,Kesha,3LUWWox8YYykohBbHUrrxd,2010-11-19,0.736,0.817,-4.9,0.0407,0.00987,0.117,0.653,119.95,-6.332571254075951
419,Your Love Is My Drug,Kesha,6vc2Jq2vaGu8z326kSrw92,2010-01-01,0.826,0.612,-3.891,0.0982,0.00681,0.0889,0.756,120.057,-6.555803204696358
420,Good Girls Go Bad (feat. Leighton Meester),Cobra Starship,7kMfu3KUydmrFVGEAhjtyl,2009-07-07,0.594,0.874,-3.716,0.0815,0.0116,0.549,0.628,119.964,-6.720315728569562
421,Don't Cha,The Pussycat Dolls,1gZ7i4qxXkHZb1r6eioaAP,2005-01-01,0.877,0.637,-3.493,0.101,0.00516,0.0959,0.569,119.988,-6.777947169118711
422,Goodbye,Kristinia DeBarge,5myYDbAurm1CW038qd4gL2,2009-01-01,0.777,0.82,-3.211,0.0471,0.00505,0.142,0.651,119.987,-6.903097235090778
423,TiK ToK,Kesha,0HPD5WQqrq7wPWR7P7Dw1i,2010-01-01,0.755,0.837,-2.718,0.142,0.0991,0.289,0.714,120.028,-7.101696477207733
424,Brokenhearted,Karmin,4urcG6Nfubqsuqy3juMjBi,2012-05-07,0.765,0.765,-2.732,0.0585,0.00765,0.0527,0.886,120.001,-7.123780205871084
425,When I Grow Up,The Pussycat Dolls,21pySLskKIKrhDziCX5ojQ,2008-09-23,0.671,0.685,-5.762,0.05,0.00165,0.398,0.368,118.449,-7.651450029752327
426,Say My Name,Destiny's Child,7H6ev70Weq6DdpZyyTmUXk,1999-07-27,0.713,0.678,-3.525,0.102,0.273,0.149,0.734,138.009,-10.452980199354121
427,Womanizer,Britney Spears,4fixebDZAVToLbUCuEloa2,2008-12-02,0.724,0.695,-5.226,0.0622,0.073,0.0889,0.235,139.0,-11.076752689063534
428,Woman (feat. The Dap-Kings Horns),Kesha,1kJtfldK9F7XmsSiSNlbth,2017-08-11,0.743,0.765,-3.588,0.039,0.0444,0.667,0.34,114.991,-11.47082346658799
429,Promiscuous,Nelly Furtado,2gam98EZKrF9XuOkU13ApN,2006-01-01,0.808,0.97,-6.098,0.0506,0.0569,0.154,0.868,114.328,-11.729472311796757
430,Boys,Charli XCX,5o4yGlG0PfeVUa6ClIyOxq,2017-07-26,0.867,0.545,-5.192,0.0625,0.0646,0.0505,0.525,139.943,-12.013127848399993
431,Best Friend's Brother (feat. Victoria Justice),Victorious Cast,5ilbsx6qkdgTZLptWIvXEV,2011-08-01,0.613,0.917,-4.754,0.0637,0.000398,0.159,0.77,140.001,-12.134586244666052
432,I Don't Mind (feat. Juicy J),Usher,7aXuop4Qambx5Oi3ynsKQr,2014-11-21,0.87,0.464,-8.337,0.178,0.205,0.0902,0.457,112.974,-13.145081219378046
433,Oath,Cher Lloyd,6D0QtayzCNVKoIZ8IX2npw,2012-10-02,0.412,0.864,-3.65,0.13,0.0272,0.0808,0.719,113.23,-13.15918121272553
434,Bad Girls,M.I.A.,6nzXkCBOhb2mxctNihOqbb,2013-01-01,0.639,0.912,-2.621,0.0615,0.00107,0.097,0.343,143.448,-15.942311875423126
435,Dirty Little Secret,The All-American Rejects,5lDriBxJd22IhOH9zTcFrV,2005-01-01,0.465,0.954,-4.251,0.044,0.000346,0.573,0.458,143.85,-16.020581295045066
436,I'm a Slave 4 U,Britney Spears,6ldwfK0yWgTAlmIfuQkTYN,2001-10-31,0.847,0.843,-3.579,0.106,0.415,0.107,0.963,110.027,-16.30956846391034
437,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),Chris Brown,3hsmbFKT5Cujb5GQjqEU39,2011-03-22,0.767,0.677,-6.128,0.184,0.0339,0.144,0.538,146.155,-18.136620662614487
438,Year 3000,Jonas Brothers,4zP7ADsgJgHGY6VzxbNp1z,2019-05-09,0.659,0.857,-5.85,0.0437,0.0045,0.335,0.798,106.965,-19.09161794457584
439,7 Things - Single Version,Miley Cyrus,5ecZWU5uQOiCVSnPxBZNmT,2008-01-01,0.59,0.903,-4.478,0.0363,0.0232,0.0786,0.542,107.023,-19.143393688373443
440,Before He Cheats,Carrie Underwood,0ZUo4YjG4saFnEJhdWp9Bt,2005-11-14,0.519,0.749,-3.318,0.0405,0.271,0.119,0.29,147.905,-20.163794425310495
441,Yeah! (feat. Lil Jon & Ludacris),Usher,5rb9QrpfcKFHM1EUbSIurX,2004-03-23,0.894,0.791,-4.699,0.112,0.0183,0.0388,0.583,105.018,-21.113240651175474
442,Bartender (feat. Akon),T-Pain,1RGIjMFMgJxkZHMDXVYzOJ,2007-06-05,0.832,0.391,-8.504,0.0628,0.0564,0.224,0.436,104.961,-21.13982381029259
443,What the Hell,Avril Lavigne,2z4U9d5OAA4YLNXoCgioxo,2011-03-08,0.578,0.926,-3.689,0.0548,0.00472,0.14,0.877,149.976,-22.15816553899738
444,Pretty Girls,Britney Spears,6QicTxeiSaRkPnkGDUvYOs,2015-05-04,0.834,0.831,-6.061,0.0745,0.00799,0.217,0.788,103.009,-23.035163777967096
