,track,artist,track_id,release_date,dance,energy,loud,speech,acoust,live,valence,tempo,sim_score
745,Miss The Rage (feat. Playboi Carti),Trippie Redd,2BITQ360Knh6qNAOqR7Dyq,2021-05-07,0.584,0.859,-5.616,0.121,0.0144,0.847,0.369,77.005,-49.045311686258906
746,Rich Nigga Problems,A$AP Rocky,4i9ATUqGrKhfzQ0k8UnSBf,2021-02-12,0.619,0.561,-7.824,0.417,0.103,0.45,0.587,74.861,-51.18179965013473
747,Company,Don Toliver,0paIDUEcixm7WmcC72KgKZ,2020-03-13,0.501,0.329,-10.978,0.0447,0.828,0.171,0.4,75.013,-51.19210079217736
748,Designer Boi,A$AP NAST,5ZHdSdhLl9d79wasqTn3Ax,2020-04-17,0.667,0.534,-6.842,0.0914,0.343,0.114,0.598,179.474,-51.44386604069918
749,Fuck The World (Summer in London),Brent Faiyaz,2CzUlaKN1mvb0szagSR3ux,2020-02-07,0.679,0.281,-15.506,0.184,0.873,0.215,0.234,74.996,-51.76735547255333
750,Diamonds Dancing (feat. Travis Scott),Young Stoner Life,7uZqvqXzzYMKrexKxdcGmd,2021-04-16,0.851,0.703,-7.351,0.303,0.00949,0.0895,0.596,74.017,-52.01745676240705
751,Z4L (with Bari & Jay2),Smino,3X6YJcqTinaNraRvojF62K,2018-11-08,0.822,0.503,-6.889,0.285,0.0779,0.161,0.408,71.524,-54.50761855587755
752,Skegee,JID,4MwhUpDkOOb4UU7BtKznlu,2021-02-23,0.389,0.613,-8.289,0.399,0.283,0.12,0.449,70.178,-55.874399732804235
753,Euphoria (feat. Travis Scott & Kaash Paige),Don Toliver,13QU8HBEBaSTZGq1HzQe9S,2020-03-13,0.584,0.306,-8.401,0.0271,0.52,0.12,0.096,70.022,-56.035935660150265
754,Guilty Conscience - Tame Impala Remix,070 Shake,5i5fCpsnqDJ9AfeObgd0gW,2020-07-24,0.415,0.878,-3.65,0.32,0.0564,0.222,0.309,191.777,-63.824341125034195
755,"Something to Rap About (feat. Tyler, The Creator)",Freddie Gibbs,5OkYfk72CNL8XLqa3gp9q7,2020-05-29,0.406,0.524,-11.071,0.255,0.469,0.117,0.412,56.046,-70.11565264951734
756,Gang Signs (feat. ScHoolboy Q),Freddie Gibbs,6snYsavG9vq3C7RGN98dst,2021-02-05,0.626,0.615,-6.142,0.346,0.265,0.0812,0.611,52.145,-73.88877442275846
757,One Wish,Ray J,5qrzhg9Fmu8Amg2uMhHfe5,2005-09-05,0.525,0.652,-7.042,0.28,0.278,0.339,0.602,127.673,0.2410119850759891
758,I Know You Want Me (Calle Ocho),Pitbull,13plQdOoWSSXPRUSZc5FuM,2009-08-27,0.817,0.733,-6.009,0.145,0.0152,0.107,0.833,127.056,0.15267314995768577
759,I Gotta Feeling,Black Eyed Peas,4vp2J1l5RD4gMZwGFLfRAu,2009-01-01,0.743,0.766,-6.375,0.0265,0.0873,0.509,0.61,127.96,-0.09084192383720624
760,Wild Ones (feat. Sia),Flo Rida,1NpW5kyvO4XrNJ3rnfcNy3,2012-06-22,0.608,0.86,-5.324,0.0554,0.0991,0.262,0.437,127.075,-0.49624970402660185
761,Low (feat. T-Pain),Flo Rida,0CAfXk7DXMnon4gLudAp7J,2008-03-17,0.918,0.609,-5.64,0.0791,0.0928,0.139,0.304,128.008,-0.5480490059426526
762,Die Young,Kesha,7EQGXaVSyEDsCWKmUcfpLk,2012-11-30,0.711,0.7,-4.805,0.046,0.00498,0.215,0.801,128.001,-1.2278292036867664
763,Glad You Came,The Wanted,3AGOgQzp0YcPH41u9p7dOp,2012-01-01,0.61,0.841,-4.579,0.0692,0.056,0.118,0.431,126.889,-1.2323912091749634
764,Dangerous Love,Fuse ODG,3dOBB8XZNu8aqi7JstoRZO,2014-01-01,0.704,0.945,-4.211,0.064,0.0259,0.0563,0.8,127.999,-1.7814402633893223
765,Club Can't Handle Me (feat. David Guetta),Flo Rida,6ebkx7Q5tTxrCxKq4GYj0Y,2010-11-24,0.616,0.869,-3.911,0.0327,0.0283,0.064,0.473,127.966,-2.0418502735671122
766,OMG (feat. will.i.am),Usher,1bM50INir8voAkVoKuvEUI,2010-03-30,0.781,0.745,-5.81,0.0332,0.198,0.36,0.326,129.998,-2.1427959830066152
767,Dumb Love,Sean Kingston,7BGkpHiIqGGA8B9rRPf5VL,2010-09-07,0.758,0.646,-3.662,0.0721,0.356,0.473,0.877,128.03,-2.308620254547031
768,Mad,Ne-Yo,6Hn9Uc1mMNfqChXU3txNke,2008-01-01,0.727,0.649,-5.356,0.0338,0.661,0.111,0.669,129.992,-2.3208573505644834
769,Beautiful,Akon,7rv0UuxMX7CpUUwEE1jVrd,2008-01-01,0.743,0.948,-4.445,0.0893,0.122,0.112,0.614,130.024,-2.810946975857749
770,Worth It,YK Osiris,0PQoUlzP7ILdcrzpajHXc0,2019-10-11,0.749,0.535,-4.054,0.0638,0.517,0.0942,0.459,124.008,-3.0890010661282643
771,Beggin' On Your Knees (feat. Victoria Justice),Victorious Cast,116kG9vvdUtoprjYtToONt,2011-08-01,0.623,0.869,-3.376,0.0481,0.00841,0.0771,0.663,130.013,-3.5416942506178284
772,Yeah 3x,Chris Brown,2QtxlzvSBONjs1bDC34ixs,2011-03-22,0.705,0.882,-3.201,0.0445,0.000369,0.0934,0.7,130.0,-3.6663277680680935
773,Say Somethin',Austin Mahone,7j0THikcUmtlfDLR0uHDXH,2012-01-05,0.637,0.873,-2.948,0.0417,0.0019,0.496,0.909,129.967,-3.863857604700037
774,"Honey, I'm Good.",Andy Grammer,4MflGTO2ZTcSQ12bWcyRgI,2014-08-05,0.752,0.775,-7.289,0.0546,0.0324,0.351,0.595,122.014,-4.050865538380522
775,Eenie Meenie,Sean Kingston,45O0tUN9Bh6LH4eNxQ07AT,2020-02-28,0.734,0.639,-3.241,0.0316,0.0348,0.102,0.836,121.212,-5.820597235931863
776,That's What I Like,Bruno Mars,0KKkJNfGyhkQ5aFogxQAPU,2016-11-17,0.853,0.56,-4.961,0.0406,0.013,0.0944,0.86,134.066,-6.278620665400556
777,Please Don't Go,Mike Posner,6jg5SRvdGxvJ0DzNV0UqEK,2010-08-09,0.699,0.882,-3.896,0.0311,0.00296,0.13,0.657,120.016,-6.5931314790145565
778,Wrong,Luh Kel,5UKYX8eywMafGPVzBlxsed,2019-11-15,0.745,0.728,-3.39,0.0423,0.352,0.228,0.39,120.099,-6.722364540268711
779,Dynamite,Taio Cruz,1DqdF42leyFIzqNDv9CjId,2010-01-01,0.754,0.804,-3.177,0.0853,0.00332,0.0329,0.818,119.968,-6.939007853605011
780,Smack That,Akon,2kQuhkFX7uSVepCD3h29g5,2006-01-01,0.939,0.742,-5.171,0.0467,0.321,0.107,0.924,118.978,-7.223795497262881
781,Can I Have This Dance - Original Version,High School Musical Cast,6YXG34IWbilypPwjBTOrUC,2008-01-01,0.555,0.619,-5.246,0.0296,0.203,0.265,0.426,136.069,-8.172834111592811
782,SexyBack (feat. Timbaland),Justin Timberlake,0O45fw2L5vsWpdsOdXwNAR,2006-09-12,0.967,0.583,-5.562,0.0789,0.0584,0.0519,0.964,117.0,-9.116959241531132
783,Right Now (Na Na Na),Akon,1ARJhjuI6TNYZCxYygFQ4F,2008-01-01,0.832,0.87,-4.2,0.167,0.267,0.412,0.566,138.003,-10.277352613393138
784,My First Kiss (feat. Ke$ha),3OH!3,17tDv8WA8IhqE8qzuQn707,2010-06-25,0.682,0.889,-4.166,0.0804,0.00564,0.36,0.827,138.021,-10.306542374625234
785,Everybody in Love,JLS,2iLN22AngD3PTsbvBu5ypL,2009-11-09,0.716,0.745,-6.984,0.0329,0.0638,0.364,0.693,139.975,-11.949627007014614
786,You Can Buy Everything,SoMo,4j87e6euMOfqjz6Ge2eBnh,2015-09-11,0.697,0.618,-5.355,0.0317,0.249,0.147,0.38,114.065,-12.046350544914919
787,Crank That (Soulja Boy),Soulja Boy,66TRwr5uJwPt15mfFkzhbi,2007-01-01,0.736,0.74,-2.18,0.0786,0.515,0.0468,0.803,140.141,-12.900868209676787
788,Big Girls Don't Cry (Personal),Fergie,3Q4WeJmzxuDpzMu9QjQqbM,2006-01-01,0.708,0.641,-4.296,0.0335,0.205,0.0945,0.253,113.082,-13.173176510817964
789,Shortie Like Mine (feat. Chris Brown & Johntá Austin),Bow Wow,6oUGAx0vkBcnGzYkvw0ZsA,2006-12-18,0.758,0.642,-8.128,0.221,0.0745,0.191,0.701,142.078,-14.108735003857918
790,Party (feat. Usher & Gucci Mane),Chris Brown,1KhljCoJ2TgDEldnnfTHHc,2017-10-31,0.762,0.576,-4.951,0.0829,0.0556,0.0866,0.316,142.096,-14.180265721152535
791,Because Of You,Ne-Yo,6CFPFnS9EcLs2I0nWqtWci,2007-01-01,0.81,0.538,-5.784,0.0356,0.528,0.0951,0.828,109.97,-16.095594457543797
792,In My Head,Jason Derulo,5BoIP8Eha5hwmRVURkC2Us,2010-02-24,0.762,0.748,-4.15,0.033,0.0266,0.348,0.851,110.009,-16.228778894593752
793,All Night,The Vamps,0dXNQ8dckG4eYfEtq9zcva,2017-07-14,0.538,0.804,-5.194,0.0358,0.0041,0.33,0.507,144.992,-17.03573208674383
794,Turn Me On,Kevin Lyttle,0RmXtDH1cBMGImRrmn5xL6,2004-03-30,0.677,0.682,-6.879,0.0361,0.0405,0.0351,0.875,106.279,-19.755483025379103
795,Troublemaker (feat. Flo Rida),Olly Murs,6s8nHXTJVqFjXE4yVZPDHR,2012-11-26,0.762,0.863,-3.689,0.0561,0.015,0.125,0.965,106.012,-20.250711764757398
796,Trap Queen,Fetty Wap,2d8JP84HNLKhmd6IYOoupQ,2015-09-25,0.746,0.873,-3.803,0.128,0.0244,0.354,0.817,148.075,-20.258372952199302
797,Marry Me,Jason Derulo,3ogtSrlbtiTamktbA0hw0E,2013-09-10,0.568,0.631,-5.623,0.0273,0.033,0.144,0.23,105.096,-20.969923315587558
798,Bumpy Ride,Various Artists,6kZ5tkOMn13bmwGDvefSAy,2021-01-15,0.704,0.846,-4.458,0.0395,0.0548,0.173,0.818,104.993,-21.16280781698929
799,Hey There Delilah,Plain White T's,4RCWB3V8V0dignt99LZ8vH,2005-01-01,0.656,0.291,-10.572,0.0293,0.872,0.114,0.298,103.971,-22.38322658259123
800,Classic,MKTO,6FE2iI43OZnszFLuLtvvmg,2012,0.72,0.791,-4.689,0.124,0.0384,0.157,0.756,102.071,-24.0488752085757
801,Selfish,PnB Rock,2xbI8Vmyv3TkpTdywpPyNw,2017-01-13,0.638,0.6,-5.84,0.0438,0.114,0.187,0.0399,101.981,-24.07396388353464
802,Summer on You,PRETTYMUCH,07ipXN6CNTw34qwSYePKpg,2018-06-21,0.811,0.447,-6.55,0.0414,0.636,0.462,0.694,99.995,-26.042888512413054
803,Everybody Talks,Neon Trees,2iUmqdfGZcHIhS3b9E9EWq,2012-01-01,0.471,0.924,-3.906,0.0586,0.00301,0.313,0.725,154.961,-27.082371645965065
804,Ayo,Chris Brown,0k6DnZMLoEUH8NGD5zh2SE,2015-02-24,0.823,0.563,-5.095,0.0443,0.0399,0.0851,0.682,98.031,-28.05003387138817
805,Post to Be (feat. Chris Brown & Jhene Aiko),Omarion,0fgZUSa7D7aVvv3GfO0A1n,2014-12-02,0.733,0.676,-5.655,0.0432,0.0697,0.208,0.701,97.448,-28.6049393052038
806,Pull Up,Luh Kel,2enuUNOuQe22b6LB31bimX,2019-11-15,0.803,0.569,-6.366,0.0705,0.0957,0.0976,0.26,95.009,-31.02656284709306
807,Let Me Love You,Mario,3ibKnFDaa3GhpPGlOUj7ff,2004-09-21,0.656,0.578,-8.97,0.0922,0.235,0.118,0.556,94.514,-31.590385866859613
808,My House,Flo Rida,6Knv6wdA0luoMUuuoYi2i1,2015-04-07,0.688,0.702,-4.792,0.0499,0.0215,0.128,0.74,94.006,-32.08576903224103
809,Hey Julie! (feat. Lil Yachty),KYLE,3fVIFpU3VdSEoR82DaYe79,2019-08-23,0.803,0.499,-5.932,0.306,0.0363,0.129,0.749,161.042,-33.023795915106255
810,Tipsy - Club Mix,J-Kwon,0jSMveIWvnhDIvzqN74Uc7,2004,0.925,0.744,-5.79,0.367,0.0644,0.0888,0.656,93.02,-33.02689422381658
811,Airplanes (feat. Hayley Williams of Paramore),B.o.B,6lV2MSQmRIkycDScNtrBXO,2010-04-27,0.66,0.867,-4.285,0.116,0.11,0.0368,0.377,93.033,-33.090995102384426
812,So Sick,Ne-Yo,6brl7bwOHmGFkNw3MBqssT,2006-01-01,0.452,0.574,-8.336,0.31,0.246,0.189,0.58,92.791,-33.276515166609364
813,Replay,Iyaz,5vlEg2fT4cFWAqU5QptIpQ,2009-08-11,0.706,0.751,-6.323,0.0708,0.173,0.168,0.195,91.031,-35.00485236440781
814,There's Nothin (feat. The DEY & Juelz Santana) - new album version,Sean Kingston,5w86HjXc60QjhMUAFAeLTf,2008-03-11,0.703,0.782,-4.16,0.141,0.202,0.476,0.862,91.029,-35.099647875939205
815,Just A Dream,Nelly,3ZdJffjzJWFimSQyxgGIxN,2010-11-12,0.531,0.752,-6.161,0.0305,0.0421,0.12,0.103,89.917,-36.12323143152816
816,Impossible,Shontelle,45EDI3rk0f4cAMt9f8b56R,2010-01-01,0.599,0.624,-3.631,0.0343,0.385,0.125,0.539,90.034,-36.13154486488272
817,Beautiful Soul,Jesse McCartney,1HwpWwa6bnqqRhK8agG4RS,2004-01-01,0.66,0.666,-4.342,0.0472,0.0759,0.0268,0.933,89.975,-36.13834984261956
818,No Regrets,Dappy,70D2cjkMcoE9FsBHb2Dhvs,2012-01-01,0.532,0.917,-3.468,0.213,0.2,0.542,0.388,89.997,-36.18555487883436
819,Ridin' Solo,Jason Derulo,6BaxqcoEM9r3LXisTyJjST,2010-02-24,0.442,0.83,-4.02,0.146,0.128,0.129,0.578,89.338,-36.7953953111593
820,Billionaire (feat. Bruno Mars),Travie McCoy,2M9ULmQwTaTGmAdXaXpfz5,2010-03-09,0.633,0.673,-6.403,0.258,0.297,0.206,0.659,86.776,-39.25684926576846
821,Yo (Excuse Me Miss),Chris Brown,7DFnq8FYhHMCylykf6ZCxA,2005,0.536,0.612,-5.847,0.272,0.119,0.209,0.57,86.768,-39.27436297406579
822,Teach Me How to Dougie,Cali Swag District,61LtVmmkGr8P9I2tSPvdpf,2011-07-12,0.846,0.438,-4.981,0.141,0.2,0.0939,0.512,85.013,-41.05712114123838
823,Josslyn,Olivia O'Brien,37ZKB38iNyKJ0xYEz9SJgk,2020-05-15,0.425,0.743,-5.54,0.148,0.012,0.709,0.344,84.748,-41.30674581490286
824,You & Me,Marc E. Bassy,7yCqehT9dKACTFy7YugP0J,2017-10-13,0.449,0.635,-8.301,0.275,0.0413,0.188,0.608,84.414,-41.64518160206147
825,Spending All My Time,Aaron Fresh,5W48Mcmlh3bFj2TahLfPv3,2010-01-01,0.564,0.699,-3.756,0.136,0.279,0.0564,0.889,83.901,-42.23735188374516
826,Trumpets,Jason Derulo,5KONnBIQ9LqCxyeSPin26k,2013-09-10,0.635,0.691,-4.862,0.258,0.555,0.097,0.638,82.142,-43.93130514515244
827,Best Love Song (feat. Chris Brown),T-Pain,4CHLYbx8NB1LUn5WqT0SzV,2011-12-06,0.622,0.711,-6.618,0.0542,0.0457,0.174,0.679,79.932,-46.0995699575357
828,Leavin',Jesse McCartney,20ORwCJusz4KS2PbTPVNKo,2008,0.687,0.71,-5.84,0.0522,0.0283,0.0689,0.886,79.235,-46.80649782089042
829,Lovebug,Jonas Brothers,3F8xLc6T4VvKH7I6wqVAN2,2008-08-12,0.597,0.499,-6.216,0.0581,0.126,0.214,0.521,79.071,-46.96370114564555
830,The Lazy Song,Bruno Mars,1ExfPZEiahqhLyajhybFeS,2010-10-05,0.738,0.804,-3.851,0.0621,0.332,0.279,0.949,174.943,-47.003982426344635
831,Mirrors,Justin Timberlake,4rHZZAmHpZrA3iH5zx8frV,2013-03-15,0.574,0.512,-6.664,0.0503,0.234,0.0946,0.512,76.899,-49.13246216236343
832,Come Get Her,Rae Sremmurd,1Ser4X0TKttOvo8bgdytTP,2015-01-06,0.689,0.564,-6.226,0.136,0.187,0.0721,0.123,185.023,-56.99709793209312
833,Hero,Various Artists,3q3pZHncNkvIWJebMeuQqQ,2010-01-01,0.333,0.902,-4.65,0.123,0.0279,0.115,0.601,185.539,-57.54949737123966
834,The Take (feat. Chris Brown),Tory Lanez,0Odu228D0yGcFySGuxU4rY,2019-11-15,0.464,0.547,-8.137,0.339,0.0511,0.155,0.423,67.003,-59.044356790366265
835,Sativa,Jhené Aiko,2pg2TiYo9Rb8KeB5JjP7jS,2017-09-22,0.741,0.61,-7.34,0.0511,0.316,0.534,0.72,125.99,-0.25260726039792614
836,Let's Fall in Love for the Night,FINNEAS,7kQkmyoHCEqwe7QwDbkSXM,2018-10-19,0.737,0.408,-7.941,0.104,0.802,0.171,0.374,127.921,-0.6085703362919197
837,Cocoa Butter Kisses,Chance the Rapper,0aMHIW1lqrulVCx0LLlr6a,2013-04-30,0.679,0.645,-7.777,0.222,0.0518,0.145,0.203,125.795,-0.6417910289679292
838,Grey Luh,Berhana,1x1BKrrpq7CfOZPBeUsx16,2016-07-21,0.543,0.298,-9.167,0.0683,0.597,0.0804,0.254,125.523,-1.8976691813939075
839,Brakelights,Omar Apollo,43IjtK3IEEyTM5Ek32a2Pr,2017-08-08,0.695,0.42,-7.735,0.0385,0.597,0.0839,0.257,124.019,-2.2106178344366203
840,Violet,Daniel Caesar,22jnEneSABg4vRCR1vow7F,2015-07-01,0.688,0.425,-8.134,0.027,0.748,0.101,0.179,129.975,-2.3194955952365794
841,CAN'T GET OVER YOU (feat. Clams Casino),Joji,39oeKRgsLeynDIbWuXyA47,2018-10-26,0.9,0.316,-8.797,0.332,0.684,0.0853,0.844,129.914,-2.583880997019471
842,SUGAR,BROCKHAMPTON,6U0FIYXCQ3TGrk4tFpLrEA,2019-08-23,0.453,0.538,-8.212,0.0638,0.449,0.19,0.516,122.973,-3.3209261070747527
843,Missin You Crazy,Russ,4ve2uzqdwnHr20G5YgMMqr,2018-09-07,0.716,0.729,-6.313,0.117,0.0991,0.0842,0.276,131.975,-3.9788001792401726
844,Body Aint Me,Pink Sweat$,7FmkU9njn221vWPnhdgHaR,2019-03-28,0.561,0.173,-11.239,0.0376,0.896,0.109,0.336,124.773,-4.075843169247704
845,Don't Watch Me Cry,Jorja Smith,202lm9YX5WmAac83tOGlVn,2018-06-08,0.559,0.157,-10.132,0.0414,0.887,0.107,0.348,130.877,-4.178883143574568
846,Thinkin Bout You,Frank Ocean,7DfFc7a6Rwfi3YQMRbDMau,2012-07-10,0.721,0.339,-11.195,0.0532,0.409,0.0973,0.2,129.83,-4.254142463314472
847,DHL,Frank Ocean,2INhKpUdzh7v0j041gZNsz,2019-10-19,0.819,0.458,-10.223,0.167,0.582,0.128,0.232,122.981,-4.342172090713742
848,Drama (feat. Drake),Roy Woods,0PXp9QxBfSKGGpWUNaws2X,2015-07-31,0.709,0.362,-9.814,0.055,0.157,0.109,0.113,122.043,-4.864526893689059
849,Movie,Tom Misch,6pxElwU80zhjbCC77Vn8EI,2018-04-06,0.785,0.379,-11.446,0.0732,0.391,0.267,0.182,122.043,-5.849033063929575
850,My Favourite Clothes,RINI,2ZwIO3ufWLFYxtEoam9ydu,2018-01-06,0.746,0.339,-9.041,0.144,0.482,0.0838,0.291,119.924,-6.474696143041657
851,Love Galore (feat. Travis Scott),SZA,0q75NwOoFiARAVp4EXU4Bs,2017-06-09,0.795,0.594,-6.2,0.0748,0.112,0.162,0.409,135.002,-6.996175614804802
852,Love Songs - Bonus,Kaash Paige,6qL5UWxRSQYml9O99ozoLv,2019-11-15,0.641,0.355,-10.599,0.0906,0.831,0.11,0.453,120.032,-7.002984450740829
853,Drew Barrymore,SZA,06u5LrUpbosQlQ1QJFhPpG,2017-06-09,0.577,0.523,-5.538,0.0429,0.491,0.147,0.29,134.93,-7.010645462433089
854,SUMMER,The Carters,7zmleW3XZx0uUsL2CkFuDe,2018-06-15,0.592,0.569,-6.374,0.0634,0.12,0.251,0.562,135.414,-7.396720736978477
855,Navy Blue,HASANI,4CAFjRhubtiR8M3z4qbc2W,2016-11-08,0.56,0.295,-14.843,0.242,0.649,0.112,0.246,130.399,-7.762872029580151
856,Butterfly,UMI,4qkVALwOxCIEZ7I5gkZ3m4,2018-03-09,0.785,0.27,-14.457,0.0892,0.255,0.0953,0.12,131.894,-8.106263300871717
857,Carry Me Home,Jorja Smith,6fracv4du3sDwo1XKcPrkw,2016-11-17,0.471,0.352,-9.699,0.0391,0.633,0.115,0.102,118.333,-8.205436471390113
858,Slow Down,Mac Ayres,3XstzgzP0rp3bzElEnRVHv,2017-08-11,0.729,0.338,-12.816,0.116,0.892,0.118,0.184,119.345,-8.807578178470152
859,It's Not The Same Anymore,Rex Orange County,7vRia9rlEuTDQxkfXIKySi,2019-10-25,0.666,0.317,-10.644,0.0327,0.873,0.111,0.359,117.676,-9.150804916892069
860,Around,NIKI,6tv9CzrMUHQFrm9VHHO1hv,2018-05-23,0.485,0.125,-16.486,0.0438,0.887,0.108,0.153,130.234,-9.267049557823245
861,Ivy,Frank Ocean,2ZWlPOoWh0626oTaHrnl2a,2016-08-20,0.567,0.388,-9.579,0.0384,0.782,0.248,0.452,116.362,-10.049787777817249
862,Nikes,Frank Ocean,19YKaevk2bce4odJkP5L22,2016-08-20,0.543,0.394,-9.637,0.0864,0.695,0.108,0.118,137.811,-10.177010219857733
863,Hold Me Down,Daniel Caesar,1Mza2sr6tPhy6jjI3HB9fW,2017-08-25,0.463,0.427,-9.799,0.0549,0.628,0.0911,0.231,116.059,-10.397897008782005
864,Melting,Kali Uchis,2kSb3wYSOV996xA2NSmpck,2015-02-04,0.574,0.479,-7.776,0.0355,0.179,0.106,0.303,115.263,-10.816157835641825
865,SUPERPOSITION,Daniel Caesar,45PxuJqJBnPXZKLxoo9Apj,2019-06-28,0.589,0.279,-11.209,0.0408,0.911,0.087,0.333,115.656,-11.235361427550874
866,Confidently Lost,Sabrina Claudio,3cQmqM0awej9iAESjhKrI9,2017-03-02,0.666,0.39,-8.575,0.0838,0.272,0.111,0.325,113.866,-12.291970668896383
867,Session 32,Summer Walker,2ktg2oZDyFAX3iY1QNkXl5,2018-04-05,0.574,0.123,-13.959,0.196,0.894,0.118,0.117,115.431,-12.67643763436953
868,Will He,Joji,7wvwXi9Z66dcH5t202vVkN,2018-02-14,0.618,0.217,-15.372,0.0515,0.836,0.538,0.0872,116.014,-13.004463898228984
869,Edition,Rex Orange County,1wz7B02oOtrTW6SNLG0cSk,2017-09-12,0.86,0.332,-10.263,0.22,0.807,0.106,0.26,140.949,-13.367237001135669
870,Won't Live Here,Daniel Caesar,6GMblDhPDP420uc77vmqTc,2016-03-28,0.315,0.227,-13.27,0.0313,0.904,0.377,0.199,140.071,-13.600712610444706
871,Pretty Girl,Clairo,0KyAGiNGUytG5JLxJu4F6l,2017-08-04,0.93,0.611,-4.406,0.0415,0.593,0.0592,0.695,112.127,-14.099171257151802
872,Remember Me,UMI,630Ug0XtmhhFvAKo0PNuEI,2018-10-08,0.84,0.344,-8.613,0.0374,0.456,0.35,0.526,111.994,-14.154811567776088
873,Want U Around (feat. Ruel),Omar Apollo,5vprsDWNcHMEMH95sbJkH2,2020-10-12,0.571,0.443,-6.76,0.0451,0.3,0.101,0.621,143.923,-15.895455982861169
874,My Jinji,Sunset Rollercoaster,7wmFsS43fO8vAg0vcr776N,2016-03-01,0.389,0.597,-8.436,0.0308,0.534,0.144,0.506,143.943,-16.000283250075494
875,World We Created,Giveon,51Ful1v7b81FchIFFTAQ05,2020-03-27,0.589,0.507,-7.085,0.0661,0.271,0.335,0.33,144.137,-16.113448157189115
876,Blessed,Daniel Caesar,0KyzXQhY2yzcb1FYCHkZc2,2017-08-25,0.448,0.263,-11.98,0.0373,0.824,0.106,0.451,109.889,-16.930176077573858
877,Unbothered,Omar Apollo,4p1Er46wDz4zGQI7Sxor3W,2018-01-06,0.641,0.487,-7.098,0.03,0.271,0.133,0.322,108.933,-17.103890899107835
878,Streetcar,Daniel Caesar,7Cu2COdH93MnuireuKNiS3,2015-11-12,0.41,0.298,-11.796,0.0473,0.721,0.158,0.142,109.651,-17.107502245555626
879,Cocaine,Pink Sweat$,0b2wO6YmgrKzg6Qq1gG4mv,2018-11-02,0.611,0.228,-12.342,0.0314,0.83,0.106,0.143,109.756,-17.168861188715233
880,Break My Heart Again,FINNEAS,7gGBgh0bVxHPgZjA505bo9,2020-08-07,0.402,0.151,-14.228,0.04,0.907,0.0941,0.489,144.069,-17.61757928369855
881,Meet Me in Amsterdam,RINI,3LRbalLzZcuvSR6jVnqclh,2018-10-31,0.62,0.265,-10.409,0.0345,0.281,0.114,0.169,106.022,-20.32780331766027
882,Happiness,Rex Orange County,2rXVtoLBHuXcNB5DVfIc9p,2017-04-26,0.399,0.235,-9.774,0.0334,0.734,0.161,0.197,105.645,-20.610657903330956
883,Introspection,UMI,5byMYiGxEFH2UzqNWOztGW,2020-05-07,0.613,0.428,-9.064,0.0514,0.245,0.254,0.352,105.09,-21.062105129266318
884,No Song Without You,Various Artists,7oURYjihWeagaHDuqV1yZf,2021-05-14,0.788,0.473,-12.744,0.0328,0.489,0.109,0.81,105.429,-21.413014759795267
885,Who Hurt You?,Daniel Caesar,23c9gmiiv7RCu7twft0Mym,2018-10-16,0.649,0.493,-7.645,0.11,0.586,0.0667,0.277,104.542,-21.51130924741611
886,Could've Been (feat. Bryson Tiller),H.E.R.,6oEVnWKgPqIEPc53OYDNqG,2019-08-30,0.45,0.352,-11.733,0.267,0.649,0.249,0.408,102.679,-23.858012944859475
887,The Weekend - Funk Wav Remix,SZA,0P6AWOA4LG1XOctzaVu5tt,2017-12-15,0.775,0.573,-4.933,0.0585,0.495,0.126,0.667,101.925,-24.175758933482008
888,La La Lost You - Acoustic Version,NIKI,5WkCcSa78lM1Ym4LXzJUiN,2019-08-11,0.606,0.196,-11.652,0.0553,0.908,0.348,0.391,100.873,-25.621796565461146
889,BEST INTEREST,"Tyler, The Creator",3jHdKaLCkuNEkWcLVmQPCX,2020-01-25,0.596,0.575,-8.325,0.0514,0.0861,0.334,0.34,98.265,-27.80936780453196
890,Sober,Childish Gambino,5NhlpQ6BOIz3S5welptk1W,2014-10-03,0.707,0.562,-7.621,0.0305,0.124,0.561,0.418,98.094,-27.952477662486853
891,Losin Control,Russ,4cxMGhkinTocPSVVKWIw0d,2017-05-05,0.759,0.245,-6.545,0.138,0.515,0.102,0.209,96.992,-29.04638479163178
892,Don't,Bryson Tiller,3pXF1nA74528Edde4of9CC,2015-10-02,0.765,0.356,-5.556,0.195,0.223,0.0963,0.189,96.991,-29.068970676110634
893,Honey,Kehlani,5QTdOvIF2ehBMZpSIIGzIo,2017-10-06,0.606,0.24,-7.102,0.0369,0.772,0.0819,0.526,96.792,-29.24906284576104
894,Only You (feat. The Notorious B.I.G. & Mase) - Bad Boy Remix,112,6zOg9gP62RJSsKFeOBAgvH,1996-08-27,0.764,0.525,-5.969,0.048,0.0296,0.0993,0.787,95.813,-30.230033522120966
895,CYANIDE,Daniel Caesar,3uouaAVXpQR3X8RYkJyitQ,2019-06-28,0.589,0.652,-7.498,0.373,0.704,0.125,0.486,158.49,-30.47259963788816
896,My Favorite Part,Mac Miller,66wkCYWlXzSTQAfnsPBptt,2016-09-16,0.861,0.33,-7.194,0.0526,0.627,0.14,0.718,95.016,-31.022309817981586
897,instagram,DEAN,6z1kLsntE7FuzKZHZWrXYN,2017-12-26,0.463,0.566,-6.195,0.145,0.196,0.284,0.219,93.921,-32.11833939023514
