,track,artist,track_id,release_date,dance,energy,loud,speech,acoust,live,valence,tempo,sim_score
574,Teenagers,My Chemical Romance,7j31rVgGX9Q2blT92VBEA0,2006-10-23,0.463,0.857,-3.063,0.0632,0.0506,0.184,0.856,111.647,-5.867064123052482
575,To the Bone,JT Music,4v0zHVexOKpWOHaiTEaZh0,2016-11-22,0.775,0.857,-5.397,0.0354,0.192,0.268,0.856,100.02,-5.883310159895015
576,Meant to Be Yours,Various Artists,6YYeBYEpkiR84eCDNPBDoF,2014-06-10,0.505,0.589,-6.916,0.0852,0.514,0.058,0.585,99.648,-5.91591690214068
577,Ribcage,Andy Black,52cdGN75Ox75dE6CUchFOn,2016-03-18,0.583,0.868,-5.05,0.1,0.0255,0.38,0.482,114.04,-6.9532127617281665
578,agoraphobic,CORPSE,6ATqL4f1nFWwASrWi8nF6e,2021-01-29,0.815,0.697,-9.57,0.219,0.778,0.102,0.147,97.987,-7.785908261148359
579,18,Anarbor,21hbZ0yllYOoXEbiFDYMSI,2013-06-04,0.724,0.854,-2.779,0.0997,0.0603,0.0805,0.88,98.056,-8.755519468881019
580,Shy Away,Twenty One Pilots,2z0IupRlVRlDN5r2IVqHyN,2021-04-07,0.588,0.856,-5.242,0.0316,0.000818,0.238,0.635,96.966,-8.85395626621024
581,Pocket Full Of Gold,American Authors,4KSQ9el0QgTKKie5oCtKLe,2016-07-01,0.608,0.945,-3.858,0.0483,0.00433,0.0773,0.682,115.933,-9.141476054591498
582,Into the Unknown - Panic! At The Disco Version,Various Artists,421eObjg0DTm2qajJl5OJm,2019-11-15,0.456,0.828,-6.225,0.077,0.0244,0.21,0.313,116.719,-9.302336495403145
583,Walls Could Talk,Halsey,5ln5yQdUywVbf8HhFsOcd6,2017-06-02,0.626,0.423,-6.035,0.0513,0.128,0.18,0.571,95.162,-10.468072446898693
584,She's Kinda Hot,5 Seconds of Summer,5fsQSDifYpjfbCqvZKPVBj,2015-10-23,0.664,0.908,-4.806,0.0317,0.00182,0.109,0.889,118.031,-10.859381077791388
585,S.L.U.T.,Bea Miller,6h3lMAmmpQDFqoHk9F99IR,2018-02-23,0.722,0.773,-4.378,0.0792,0.0598,0.179,0.724,94.997,-10.972292264379268
586,Stupid for You,Waterparks,1N7Aep1OewK9diaN9WbuuR,2016-11-03,0.581,0.922,-3.408,0.0666,0.024,0.202,0.596,118.408,-11.611830315593117
587,Say My Name,Eddie Perfect,3PzAUMMxPcaXEfWEvMx469,2019-06-07,0.534,0.754,-5.937,0.221,0.345,0.248,0.702,93.646,-11.988804154706239
588,prom dress,mxmtoon,2xCGBWfzTe8l2kvHpgvB6M,2019-09-17,0.56,0.674,-6.048,0.0446,0.698,0.123,0.421,119.942,-12.516259228844234
589,Lonely Dance,Set It Off,6eyLQjQrZ1Rk86e5WmCMrx,2019-02-01,0.458,0.864,-4.513,0.0596,0.00638,0.289,0.458,93.131,-12.751197024505096
590,Love Like You,Caleb Hyles,1EpKvCBKXiJUtU47LFtZ38,2017-07-15,0.543,0.124,-15.651,0.0506,0.977,0.117,0.137,95.412,-12.753919599638293
591,Dirty Mind,3OH!3,0R97k5AJy1udJI6mGV82FJ,2011-12-20,0.642,0.861,-3.837,0.294,0.0318,0.23,0.582,92.912,-13.128010029148353
592,Nothing Ever Changes,Nico Collins,04HywTwgGtbATUROKD5Ata,2018-12-07,0.585,0.866,-3.744,0.0659,0.183,0.117,0.533,91.896,-14.128954216181482
593,Daisy,Ashnikko,0AUvWawuP0ibk4SQ3sIZjk,2020-07-09,0.834,0.663,-6.143,0.133,0.235,0.372,0.774,121.876,-14.427661386266996
594,Happy Together (feat. Ray Toro),Gerard Way,0n0XAmYCMWlzj3W9VdMejw,2019-02-08,0.621,0.816,-4.077,0.0316,0.0695,0.103,0.716,122.032,-14.909971397627205
595,Bad Romance,Halestorm,0n3sHHfdOq6Awix3JPe3xl,2011-03-22,0.545,0.927,-4.736,0.0706,0.0128,0.367,0.682,124.061,-16.780411221895747
596,Join Us for a Bite,JT Music,7CTWqCb7LpbwCYawPGg9MZ,2016-02-22,0.594,0.748,-5.651,0.0369,0.0475,0.107,0.384,85.987,-19.630288310426423
597,Oh Ana,Mother Mother,45i70K1PefHafKui2WxH0M,2007-05-08,0.512,0.525,-7.152,0.0429,0.672,0.112,0.337,128.054,-20.541144840683806
598,The Moss,Cosmo Sheldrake,7l8gHk3b9AwjC7gRhOqtP4,2014-03-05,0.619,0.51,-5.549,0.0305,0.687,0.137,0.441,127.966,-20.544425109882063
599,It's Alright,Mother Mother,1NCZMAnGrzUmpBzkBlJjNw,2018-11-02,0.711,0.382,-10.146,0.04,0.625,0.241,0.62,128.023,-20.65566466607105
600,Can You Feel My Heart,Bring Me The Horizon,1PInWkBARsxLyouDqa2GtF,2013-04-02,0.235,0.86,-2.842,0.0561,0.00272,0.388,0.342,127.788,-20.80156049193437
601,Runnin',Adam Lambert,4x3qqSA4cP49oZQXPLnDBe,2012-05-08,0.408,0.868,-4.438,0.0837,0.0082,0.151,0.387,83.469,-22.274729222504728
602,The Fall,half•alive,2VgQLPaAPaJRIXeL0FIW2q,2017-04-24,0.656,0.741,-6.135,0.0505,0.0307,0.0709,0.549,82.988,-22.58229150050771
603,Dollhouse,Melanie Martinez,6wNeKPXF0RDKyvfKfri5hf,2015-08-14,0.725,0.708,-5.331,0.0756,0.22,0.777,0.555,130.029,-22.624092278801132
604,Cannibal,Kesha,3JTMWdhcJPiegDSe7SvZS3,2010-11-19,0.71,0.68,-4.676,0.106,0.0078,0.0493,0.571,129.971,-22.632466767599915
605,Kids In The Dark,All Time Low,50oS45iNMFp7pKIQRAWIUP,2015-04-07,0.519,0.981,-3.472,0.0733,0.00137,0.0903,0.765,130.043,-22.888312201203604
606,This Is Home,Cavetown,7s8VgA8OjvwBUuigKzEGBx,2015-08-03,0.811,0.266,-12.478,0.0406,0.56,0.0962,0.211,130.044,-23.028988082674548
607,Daisy 2.0 (feat. Hatsune Miku),Ashnikko,0s8RXkQW9lwGEV6WlG8KDq,2020-12-11,0.773,0.627,-4.891,0.0452,0.0698,0.234,0.523,131.021,-23.64876474843547
608,parents,YUNGBLUD,68rVGSTnCiFOET9k5Vd8Se,2019-10-18,0.618,0.823,-4.76,0.0447,0.0132,0.288,0.58,82.004,-23.68534758922619
609,parents (with Chloe Noone),YUNGBLUD,3PH1p9iaXLUjs0BPjbWpZb,2021-03-17,0.609,0.842,-4.478,0.0944,0.025,0.2,0.576,82.02,-23.703326566301076
610,Superhero,Simon Curtis,4ONObLBeax6CJmc15r9uCS,2011-06-07,0.58,0.955,-0.961,0.154,0.285,0.448,0.469,81.999,-24.40915604913544
611,Moon,The Cab,2e8nVei4B3HyfE3sDEvfLN,2014-01-01,0.523,0.783,-6.38,0.0331,0.00062,0.22,0.723,132.474,-24.98557341839262
612,BLAME IT ON THE KIDS,AViVA,6bsGUcHX3dlouSNvMYH8Pk,2020-06-19,0.719,0.441,-6.266,0.172,0.359,0.163,0.504,133.019,-25.530346521696945
613,I'm in Love With an E-Girl,Wilbur Soot,44wBlg3Y1KSAEmaze5BXe7,2020-01-24,0.708,0.434,-12.522,0.0681,0.831,0.105,0.374,80.045,-25.938158423235123
614,Monsters (feat. blackbear),All Time Low,0tyR7Bu9P086aWBFZ4QJoo,2020-04-03,0.369,0.845,-3.449,0.0611,0.0493,0.416,0.782,78.532,-27.302709599996188
615,Verbatim,Mother Mother,266Vb7ItE3o1q8HdJ9QOvn,2007-05-08,0.827,0.58,-6.809,0.327,0.309,0.148,0.492,78.011,-27.52333727250928
616,Unstoppable,The Score,6rrKbzJGGDlSZgLphopS49,2017-10-13,0.485,0.843,-3.993,0.0467,0.00129,0.14,0.602,78.001,-27.751855453287448
617,Play with Fire (feat. Yacht Money),Sam Tinnesz,7vguMCv8uVuZLiQJ156u3Z,2017-07-07,0.573,0.539,-6.091,0.0322,0.0162,0.105,0.39,75.012,-30.547551113753904
618,The Light Behind Your Eyes,My Chemical Romance,3HyDpKAuR3e4l6QB7hSB2l,2012-12-18,0.407,0.459,-4.837,0.0263,0.0455,0.111,0.113,75.016,-30.63085153433775
619,Death of a Bachelor,Panic! At The Disco,1BECwm5qkaBwlbfo4kpYx8,2016-01-15,0.462,0.538,-5.527,0.059,0.0137,0.429,0.405,139.256,-31.802319359443402
620,These Are The Lies,The Cab,7oUjf3UvLJbRelKiDip47v,2014-01-01,0.462,0.704,-6.687,0.0318,0.0165,0.108,0.503,139.86,-32.35329148742765
621,Girls Like Girls,Hayley Kiyoko,3dNjUFt6EFU4Gq6Q5vfJqf,2015-02-03,0.611,0.701,-5.235,0.0248,0.0109,0.0994,0.604,142.027,-34.58529070445418
622,Boy In The Bubble,Alec Benjamin,60cYr5uuMoxvyuIx45rGEW,2018-11-16,0.817,0.578,-7.579,0.0824,0.224,0.251,0.851,143.982,-36.46221942134921
623,100 Bad Days,AJR,17FK4etx1u2NK60cptINMS,2019-04-26,0.626,0.639,-5.62,0.085,0.0465,0.161,0.638,144.009,-36.54034003177533
624,Don't You Dare Forget the Sun,Get Scared,4JIYKZzKnlPhL28h0uixzZ,2012-08-28,0.276,0.814,-5.048,0.0998,0.000681,0.107,0.472,144.793,-37.36057313685272
625,Blood // Water - King Kavalier Remix,grandson,1vhNd2F1bNKV7DN4Moa8z2,2018-09-14,0.586,0.813,-6.357,0.0804,0.0494,0.0939,0.655,149.812,-42.31017454878834
626,Raging on a Sunday,Bohnes,5rvyUmsWA1LQGHI11FaVai,2018-11-23,0.478,0.83,-6.665,0.071,0.129,0.264,0.47,149.88,-42.370359948256315
627,What He Don't Know,Anarbor,30VSTFBfcAQitHX3rJ6Xcq,2013-06-04,0.591,0.922,-4.166,0.0614,0.000552,0.083,0.574,150.065,-42.68095731652452
628,O.D.D.,Hey Violet,1HuIahUPUXCx7Kz4rgMXFU,2017-06-16,0.553,0.611,-6.468,0.0464,0.00935,0.149,0.369,154.094,-46.586752954510516
629,Everybody Gets High,MISSIO,3nH3Gtm9GQVfiaYDr4AXji,2017-05-19,0.432,0.558,-6.843,0.286,0.0234,0.0924,0.46,58.748,-46.782267558964975
630,Everybody Talks,Neon Trees,2iUmqdfGZcHIhS3b9E9EWq,2012-01-01,0.471,0.924,-3.906,0.0586,0.00301,0.313,0.725,154.961,-47.58315871240257
631,Karma,AJR,3VygfAvvgVaJUeaBUSzlZu,2019-04-26,0.528,0.727,-5.739,0.179,0.0557,0.176,0.212,155.927,-48.44213476676462
632,Cake,Melanie Martinez,5H3TCfiw0CQTX1XU7A9TXM,2015-08-14,0.518,0.655,-6.255,0.0826,0.381,0.271,0.29,156.992,-49.488829171860495
633,Dirty,grandson,3MTfE3Mo3lfwAymYLU2luX,2020-09-23,0.536,0.845,-5.765,0.0615,0.0033,0.0465,0.6,159.953,-52.46480311247502
634,Kill the Lights,Set It Off,0BfgFi5DedehpKzMJrqABI,2013-06-25,0.513,0.894,-3.587,0.0711,0.0761,0.0406,0.827,159.944,-52.5754030259793
635,Shinzou Wo Sasageyo (Attack on Titan),NateWantsToBattle,642Zd1NC6fLzbLhjQ8ykcZ,2017-05-19,0.443,0.911,-4.208,0.0851,0.0124,0.278,0.68,160.152,-52.74013015825801
636,Brother,Gerard Way,31q2AsxMNpxHNENkWKG1j0,2014-08-22,0.536,0.847,-4.078,0.0248,0.111,0.211,0.624,162.0,-54.5909886783939
637,Wolf in Sheep's Clothing (feat. William Beckett),Set It Off,4WXFDVe299Po8ih6Np54n2,2014-10-14,0.445,0.907,-3.894,0.0773,0.00161,0.403,0.71,165.069,-57.66730336227576
638,Stressed Out,Twenty One Pilots,3CRDbSIZ4r5MsZ0YwxuEkn,2015-05-15,0.734,0.637,-5.677,0.141,0.0462,0.0602,0.648,169.977,-62.484891673050164
639,Out of My League,Fitz and The Tantrums,2AYEOC02WLhUiOoaig2SEH,2013-05-07,0.545,0.968,-3.553,0.0853,0.0387,0.331,0.527,169.965,-62.57407474161864
640,I'll Sleep When I'm Dead,Set It Off,72vsd9IEBIonmvIY7TEjXK,2012-09-18,0.402,0.924,-3.867,0.159,0.00106,0.0786,0.445,169.996,-62.586244504447606
641,I Write Sins Not Tragedies,Panic! At The Disco,4bPQs0PHn4xbipzdPfn6du,2005-09-27,0.569,0.83,-4.106,0.14,0.0807,0.114,0.609,170.094,-62.669054152507364
642,Alone,Nico Collins,0Lu9pdU9sOqI2jFwxfztCb,2018-09-25,0.525,0.785,-2.407,0.0455,0.0356,0.103,0.47,170.116,-62.806373377932346
643,Killer Queen,5 Seconds of Summer,0SA903LGHxe4ExdRY2SqVH,2018-10-25,0.262,0.789,-4.548,0.123,0.00422,0.325,0.487,171.009,-63.561923989279265
644,Turbulent,Waterparks,4ig3DcNoj3UfPdhL2Rw9J1,2019-10-11,0.532,0.841,-4.993,0.172,0.0272,0.136,0.23,172.004,-64.53587605126607
645,My Demons,STARSET,3Xfg7AegXaDLoD5GOUMf2e,2014,0.274,0.652,-6.196,0.0625,0.00768,0.108,0.1,173.008,-65.5041299537642
646,Songs I Can't Listen To,Neon Trees,1WMBlpjhd3AUQiNfJOzfIl,2015-05-05,0.473,0.833,-4.996,0.0423,0.00781,0.0737,0.705,175.02,-67.54947639861952
647,My Ordinary Life,The Living Tombstone,6tMdpUXfT70TD6Eh3XfB1p,2017-11-23,0.648,0.827,-4.78,0.042,0.00533,0.217,0.598,176.005,-68.54138185404325
648,Roadtrip,Dream,4Agtk2MrapdZAVN7v6PuFO,2021-02-05,0.459,0.581,-6.575,0.0713,0.316,0.124,0.49,176.195,-68.68095990836602
649,I'm Not Ok,Weathers,17weS3aO2oaGYJ9Q9yM56X,2018-06-22,0.397,0.962,-3.386,0.0639,0.00628,0.238,0.542,177.927,-70.53157792055164
650,Boys Will Be Bugs,Cavetown,6suYoN4gFkanqOBn5yRnJC,2019-04-12,0.486,0.528,-11.722,0.0463,0.00387,0.106,0.452,178.519,-71.11665680036876
651,Don't Threaten Me with a Good Time,Panic! At The Disco,2fh3bZ8jZhMxOcfESE9nQY,2016-01-15,0.559,0.895,-4.476,0.0832,0.0154,0.175,0.59,183.825,-76.36752617234517
652,This Feeling,The Chainsmokers,4NBTZtAt1F13VvlSKe6KTl,2018-12-14,0.575,0.571,-7.906,0.0439,0.0558,0.0912,0.449,105.049,-0.5403884372828656
653,7 Minutes,Dean Lewis,2BkyYZmU4JuWW2sYi9EzpC,2019-01-18,0.613,0.739,-6.478,0.0311,0.526,0.149,0.712,104.966,-0.9572790642405828
654,My Oh My (feat. DaBaby),Camila Cabello,3yOlyBJuViE2YSGn3nVE1K,2019-12-06,0.724,0.491,-6.024,0.0296,0.018,0.0887,0.383,105.046,-1.174673656279011
655,I Love You's,Hailee Steinfeld,60todhJq1ScRkVxFvXTuZF,2020-05-08,0.681,0.783,-4.997,0.18,0.0262,0.206,0.323,106.901,-1.659357053672132
656,I Don't Want You Back,AJ Mitchell,38nKfxyRrjYfx0ODX1W5yB,2018-07-20,0.613,0.347,-6.486,0.034,0.591,0.0959,0.25,109.764,-2.449340056780966
657,Feelings,Lauv,0s26En1JoJhVj32vizElpA,2020-03-06,0.694,0.466,-6.758,0.0384,0.0934,0.098,0.246,103.018,-2.6163779653838524
658,I Do,Astrid S,6Qp1DSekiuxHbFoSsg9JIk,2020-02-28,0.665,0.524,-9.404,0.0458,0.502,0.124,0.215,110.019,-2.9550217634440923
659,Nice To Meet Ya,Niall Horan,3cphb8kdsjElYR7r5icK3H,2019-10-04,0.591,0.841,-4.351,0.0304,0.0119,0.395,0.392,109.034,-3.1327101031301456
660,i'm so tired...,Lauv,4vjpLMyL3ZO6aphdYr8XYw,2020-03-06,0.599,0.733,-7.058,0.203,0.176,0.242,0.534,102.211,-3.3577519751948355
661,Working Bitch,Ashnikko,7g7w2WUpLcqsqH2M9XR7ZF,2019-07-12,0.928,0.392,-7.537,0.0563,0.0374,0.107,0.454,102.023,-3.513763031276243
662,Heartless (with Julia Michaels & Morgan Wallen),Diplo,0VFQC71dmUjuW5bU5Ewdmg,2020-05-29,0.648,0.553,-6.35,0.0409,0.212,0.0728,0.275,110.949,-3.6049983417277334
663,Ugly,The Veronicas,69TqFXa45qEQpGecEryYgE,2019-11-10,0.575,0.796,-4.675,0.0411,0.019,0.255,0.478,101.893,-4.488559535918033
664,First Man,Camila Cabello,6TRt2bniIq0EIlrDlje7b8,2019-12-06,0.572,0.292,-7.621,0.0364,0.906,0.106,0.223,100.152,-5.408389403689223
665,Live Forever (With Cheat Codes),Liam Payne,3aQGknD9CVAtpQFh6Qtalq,2019-12-06,0.69,0.676,-6.111,0.0335,0.213,0.123,0.664,100.023,-5.671000896665882
666,Bitter Love,Pia Mia,4wOXx92SlZWxNtuBytlMsK,2019-03-22,0.365,0.652,-2.666,0.0356,0.146,0.114,0.143,101.65,-5.947600924442564
667,You Broke Me First,Conor Maynard,2xKy8HbpMFgHV2xZhpQf12,2020-10-16,0.399,0.274,-7.474,0.0313,0.848,0.109,0.198,113.526,-6.042425946172019
668,No Judgement,Niall Horan,5IUOU5xkzGHsRFOYNu3GSK,2020-02-07,0.723,0.726,-3.835,0.0472,0.0564,0.057,0.962,100.051,-6.505148271454363
669,Here With Me,Marshmello,5icOoE6VgqFKohjWWNp0Ac,2019-03-08,0.791,0.565,-3.933,0.0439,0.0623,0.156,0.181,99.961,-6.521461528833064
670,Rare,Selena Gomez,7HMmFQsKsljwTw8bS7lu19,2020-01-10,0.838,0.545,-6.713,0.0706,0.208,0.103,0.631,114.998,-7.524289290100132
671,Liar,Camila Cabello,7LzouaWGFCy4tkXDOOnEyM,2019-09-04,0.74,0.498,-6.684,0.0456,0.0169,0.319,0.652,98.016,-7.561808544490747
672,Feel Up,Pia Mia,4lTLA56cAilcRXpZWCWyS2,2019-09-06,0.815,0.485,-5.188,0.0545,0.0326,0.156,0.381,98.076,-7.785938563415691
673,Panic Room,Au/Ra,7uUahoeqGNRMbpdeiLj1rS,2018-02-09,0.495,0.426,-9.434,0.0736,0.152,0.099,0.0636,97.91,-7.822467422060226
674,Raising Hell (feat. Big Freedia),Kesha,3Ex5RFJRUdpHcDOLXJOVLy,2019-10-24,0.676,0.869,-4.689,0.132,0.00134,0.0692,0.271,114.991,-7.968697636649123
675,Time,NF,6MxMqCgqmekcr0VwSU7AVH,2019-07-26,0.677,0.688,-4.058,0.0633,0.138,0.114,0.198,98.049,-8.187671755527273
676,I'm a Mess,Bebe Rexha,04ZTP5KsCypmtCmQg5tH9R,2018-06-22,0.63,0.694,-6.257,0.0253,0.00281,0.0719,0.216,97.005,-8.621597828058212
677,About Love - From The Netflix Film “To All The Boys: P.S. I Still Love You”,MARINA,4XII12nbsvJblXfG1I2QR4,2020-02-07,0.636,0.758,-5.567,0.0427,0.331,0.16,0.281,97.025,-8.716096638224343
678,This Is On You,Maisie Peters,4rr9nRMKDlGD0HUoKg5ypN,2019-10-04,0.715,0.508,-6.905,0.0878,0.555,0.124,0.277,95.988,-9.561237334390073
679,Mean It,Lauv,3uc8AGNL0KbvISIrjnfRvN,2020-03-06,0.746,0.45,-8.543,0.0872,0.0407,0.172,0.336,95.998,-9.571789676819876
680,Out Of Love,Alessia Cara,4WzhjxvLP95y7AMDy0Atwb,2018-11-30,0.481,0.267,-9.249,0.0339,0.8,0.249,0.137,117.64,-10.26233655825091
681,Up All Night,Khalid,1mpD5Q8IM32I4bF6eCpU74,2019-11-14,0.665,0.712,-7.536,0.0527,0.00103,0.102,0.669,93.992,-11.537681553758391
682,Bad At Love,Halsey,7y9iMe8SOB6z3NoHE2OfXl,2017-06-02,0.675,0.751,-3.539,0.0296,0.0604,0.0893,0.612,118.384,-11.540500304633666
683,Be Kind (with Halsey),Marshmello,3Z8FwOEN59mRMxDCtb8N0A,2020-05-01,0.63,0.633,-7.088,0.0457,0.00776,0.0541,0.452,93.995,-11.542473476671042
684,Kissing Other People,Lennon Stella,4WjTbrxOPvSwQlajlE4aXH,2020-04-24,0.71,0.662,-5.941,0.0717,0.548,0.119,0.3,94.007,-11.62793223925892
685,Moral of the Story,Ashe,2nC3QhMI9reBIOWutbU3Tj,2019-02-14,0.572,0.406,-8.624,0.0427,0.587,0.102,0.265,119.812,-12.336277634007034
686,Bipolar,Kiiara,1agOL1akZePDXe21TBbBM2,2019-09-06,0.808,0.677,-5.707,0.0406,0.355,0.0764,0.142,120.0,-12.615015827288417
687,Hurts So Good,Astrid S,46ydq5g3k17iLJs3qMDvO6,2016-05-20,0.675,0.609,-5.027,0.0586,0.084,0.0957,0.378,120.039,-12.760672729169771
688,Glad He's Gone,Tove Lo,6aIAuKNU8JlVaTmoCYYN6U,2019-05-31,0.795,0.595,-8.073,0.0698,0.0823,0.128,0.502,91.025,-14.506886843970834
689,Tattoos Together,Lauv,1Srt81FTalOhRw7t7l8Yh8,2020-03-06,0.862,0.4,-7.486,0.0736,0.00575,0.123,0.596,122.963,-15.44541999040511
690,Push My Luck,The Chainsmokers,4h8Pmw3RELdsanPjssyJoB,2019-12-06,0.563,0.645,-6.422,0.0428,0.293,0.202,0.523,89.976,-15.588677703099663
691,Not 20 Anymore,Bebe Rexha,7vWbERTWGCiu6fil02e9kj,2019-08-30,0.659,0.553,-4.809,0.0286,0.43,0.198,0.401,89.978,-15.776768345462614
692,Some Kind of Disaster,All Time Low,02lU0Hj680zVexT4GqJJZ4,2020-04-03,0.55,0.837,-5.411,0.044,0.0104,0.306,0.637,89.821,-15.850743506222969
693,Years,Astrid S,5WEAZtjEufELtaxqYcqCJg,2019-09-26,0.664,0.285,-7.907,0.0342,0.855,0.0952,0.256,124.148,-16.6402275638756
694,Ashley,Halsey,55ZcA6PazdlXjE1jO5GrzJ,2020-01-17,0.663,0.531,-6.339,0.0827,0.137,0.146,0.366,125.014,-17.535536488899208
695,Boys Like You - Acoustic,Anna Clendening,51xRMJFRBrW9C1RI1qW4S0,2017-04-28,0.477,0.128,-14.567,0.0707,0.928,0.0875,0.38,88.917,-17.95329515016624
696,What Other People Say,Sam Fischer,2h9TDNEXRhcDIV3fsoEVq9,2021-02-04,0.652,0.472,-8.084,0.0399,0.158,0.121,0.24,126.904,-19.390247362288537
697,Falling,Trevor Daniel,4TnjEaWOeW0eKTKIEvJyCa,2018-10-05,0.785,0.431,-8.756,0.0364,0.123,0.0887,0.236,127.085,-19.598809756762932
698,Last Hurrah,Bebe Rexha,0i0wnv9UoFdZ5MfuFGQzMy,2019-02-15,0.514,0.618,-4.585,0.0317,0.175,0.117,0.401,84.259,-21.46668079524238
699,Eleven (feat. Summer Walker),Khalid,18O00Y7yrkJ0pRXm1n21Og,2020-05-01,0.679,0.408,-9.754,0.0882,0.133,0.23,0.151,129.079,-21.664104934660763
700,Undrunk,FLETCHER,1Pj5oOFzLYELyyeh1IYRK0,2019-08-16,0.442,0.579,-6.484,0.145,0.489,0.126,0.546,83.336,-22.215203312513033
701,Head Above Water,Avril Lavigne,7gY3cyGcB2wnk2xDXiA0pe,2019-02-15,0.578,0.694,-5.351,0.0706,0.0112,0.102,0.268,129.921,-22.51010107861969
702,Past Life (with Selena Gomez),Trevor Daniel,4P6IttK2PRBjyr3fm0pP7t,2020-06-26,0.612,0.539,-5.071,0.0488,0.104,0.18,0.294,79.948,-25.69471858636682
703,I HATE EVERYBODY,Halsey,35FjZytt5TukIgJD86UybL,2020-01-17,0.679,0.197,-7.078,0.0331,0.137,0.0887,0.559,79.504,-26.02520759759885
704,Queens Don't,RaeLynn,0ExiKxfY5rHBW06TcV1xXU,2018-03-16,0.658,0.695,-5.499,0.0279,0.0703,0.13,0.571,133.949,-26.508573603764223
705,Finally // beautiful stranger,Halsey,5YvcUK2eXJ2OllqDuEg18S,2019-12-06,0.626,0.55,-5.105,0.029,0.051,0.118,0.123,133.976,-26.56997494480761
706,Fallin’ (Adrenaline),Why Don't We,5GhJIMWAw0uMLgkdbt6uMz,2020-09-29,0.606,0.9,-4.504,0.119,0.0101,0.075,0.233,133.963,-26.620181682424064
707,I Believe You,FLETCHER,4GUXTRTjQ4voLzwLw9qbPx,2018-03-09,0.46,0.498,-6.312,0.0282,0.219,0.099,0.154,76.902,-28.650739285510486
708,Die From A Broken Heart,Maddie & Tae,3DA4SE262k6rdEtlHteNyq,2020-04-10,0.596,0.522,-6.633,0.0358,0.373,0.291,0.443,76.042,-29.49556705190634
709,I Hope,Gabby Barrett,23T0OX7QOiIUFShSzbJ5Uo,2020-06-19,0.466,0.536,-6.227,0.0429,0.0951,0.114,0.377,75.998,-29.55647258556057
710,Still Have Me,Demi Lovato,6SBJ2XHc4jm6Abqt7zocMz,2020-10-01,0.281,0.462,-6.638,0.0674,0.498,0.108,0.367,75.975,-29.565877595209283
711,I Fall Apart - Recorded At Electric Lady Studios NYC,FLETCHER,0MVvZYjUh20I13vor30dYe,2019-09-25,0.447,0.4,-8.462,0.0285,0.159,0.153,0.164,75.959,-29.578906669979464
712,Selfish,Madison Beer,4PV0uE5pZSh44E3NqNNDEH,2020-02-14,0.375,0.461,-6.202,0.0279,0.627,0.386,0.233,75.217,-30.34094459309285
713,When I Look At You,Miley Cyrus,7ywzEdEuVG1lsjsRCGJfLy,2009-01-01,0.459,0.545,-4.874,0.0282,0.142,0.105,0.194,137.941,-30.53906084621595
714,Someone To You,BANNERS,14BH4qO7pgCmIe6mgLKOK3,2017-11-03,0.468,0.936,-3.683,0.0455,0.00568,0.24,0.663,75.05,-30.719636962158877
715,Complicated,Olivia O'Brien,0jllH0usRFD4LJkJnGK9Lf,2015-08-09,0.657,0.355,-12.044,0.0714,0.694,0.123,0.0808,74.99,-30.85049627514955
716,fuckyounoah (feat. London On Da Track),Noah Cyrus,5E4MuyRYuqkv7qOsw9XCP3,2019-10-31,0.744,0.509,-9.261,0.0584,0.0764,0.16,0.769,138.916,-31.43926744167498
717,Sorry,Halsey,44n97yHySt0Z9rqPaXgjCK,2017-06-02,0.513,0.25,-9.376,0.0367,0.913,0.117,0.351,74.103,-31.47572441777573
718,This City,Sam Fischer,3H3r2nKWa3Yk5gt8xgmsEt,2019-12-11,0.605,0.377,-6.213,0.0443,0.733,0.0808,0.519,73.877,-31.677266136372502
719,Praying,Kesha,0jdny0dhgjUwoIp5GkqEaA,2017-08-11,0.543,0.39,-7.202,0.0322,0.489,0.111,0.303,73.415,-32.1109346931994
720,All You Need To Know (feat. Calle Lehmann),Gryffin,4Gcv5SsxnQWpmOnUI19EJk,2019-03-27,0.513,0.788,-4.629,0.0364,0.00968,0.11,0.234,139.987,-32.59994828366786
721,We Are Warriors,Avril Lavigne,15fb3LJiJbuc5s272jXdUq,2020-04-24,0.298,0.651,-5.159,0.0509,0.38,0.193,0.315,140.728,-33.29568792940762
722,Slow Grenade,Ellie Goulding,5z8uLrYMcUVvzTV28twt44,2020-06-30,0.758,0.562,-6.302,0.0771,0.0996,0.0996,0.581,142.035,-34.53723694329814
723,Good Things Fall Apart (with Jon Bellion),ILLENIUM,6pooRNiLyYpxZeIA5kJ5EX,2019-05-13,0.643,0.594,-5.453,0.0318,0.0128,0.118,0.442,144.033,-36.573218834639526
724,Nights Like This (feat. Ty Dolla $ign),Kehlani,6ZRuF2n1CQxyxxAAWsKJOy,2019-02-22,0.61,0.725,-5.131,0.15,0.367,0.154,0.291,146.163,-38.718612599955144
725,Slide Away,Miley Cyrus,44ADyYoY5liaRa3EOAl4uf,2019-08-16,0.53,0.538,-6.672,0.0335,0.17,0.248,0.288,148.051,-40.540349446283145
726,In Your Arms (with X Ambassadors),ILLENIUM,70YPzqSEwJvAIQ6nMs1cjY,2019-08-16,0.404,0.806,-4.75,0.0496,0.198,0.114,0.112,148.036,-40.61523089136134
