Verse 1,Pre-Chorus,Chorus,Verse 2,Guitar Solo,Outro,Bridge,Verse 3,Verse 4,Intro,Post-Chorus,Instrumental Break / Guitar Solo,Chorus 2,Verse,Pre-Chorus 1,Pre-Chorus 2,Refrain,Chorus 1,Instrumental Bridge,Breakdown,Instrumental Break,Instrumental,Drop,Verse 5,Hook,Interlude,Pre Chorus,Guitar solo,Verse 6,Pre-Hook,intro,verse 1,bridge,outro,Break,Vers 1,Part I,Part II,Part IV,Reprise,Piano Solo,Solo,Chorus 3,Instrumental Verse,Dialogue,Bridge cont,Post Chorus,Gospel Choir Vocals,Add,Will Anderson,Gospel Choir Vocals w/ Will,Will Anderson - Solo,Chrous,Post-Bridge,Extended Chorus,Brdge,Chorus] x,Chorus 3 + Outro,Chrorus,Bridge 1,Bridge 2,Bridge 3,Verse 7,"Click here to read Tori's account of the making of ""Hollow""","Pre-Hook, with variation",Hook 1,Hook 2,Interloped with Chorus,Produced by Mark Endert,Vese 3,Alternate Chorus,"?] my, oh, m",?] my min,Repeat Chorus,VERSE 1,BRIDGE,VERSE 2,E.S.G.,Final Chorus,?] em frente eu canetalh,?] pop toda,Spoken,Versed 1,Verse 1 - Cody Johnson,Verse 2 - Willie Nelson,Chorus Cody Johnson &  Willie Nelson,Chorus 4,Guitar Solo + Banjo Solo,Verse One,Hook x2,Verse Two
"[""Life was just breathin' in and out"", 'Like a movie with the sound turned down', 'It felt nothin’ like I feel right now', 'You said ""hello"" and set the room on fire', 'Like technicolor in a jet black night', ""Suddenly the sky's never been so clear"", ""Hey what you doin' in a thousand years?"", '']",,"[""If life’s just wakin' up to"", ""Another day of lookin' at you"", 'If all we get is just to be together', 'It makes me wanna live forever', 'You make me wanna live forever', '', ""If life's just wakin' up to"", ""Another day of lookin' at you"", 'If all we get is just to be together', 'It makes me wanna live forever', 'You make me wanna live forever', ""If life’s just wakin' up to"", ""Another day of lookin' at you"", 'If all we get is just to be together', 'It makes me wanna live forever', 'You make me wanna live forever', 'You make me wanna live forever', 'You make me wanna live forever']","[""You tell yourself that you'll never grow old"", ""'Til you find the hand you were meant to hold"", 'Now I never wanna see you one last time', 'I never wanna know a kiss goodbye', '']",,,,"['If life’s just more of the same', ""Makin’ you smile, sayin' your name"", 'If all we get is just to be together', 'You make me wanna live forever', '']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[""It's been a long night here and a long night there"", 'And these long, long legs are damn near everywhere', 'Hold up now', 'You look good, I will not lie', ""But if you ask where I'm staying tonight, I gotta be like""]","['Oh baby, nah, baby', 'You got me all wrong, baby', ""My baby's already got all of my love"", '', 'Oh baby, nah, baby', 'You got me all wrong, baby', ""My baby's already got all of my love"", '']","[""So nah, nah, honey, I'm good"", 'I could have another but I probably should not', 'I got somebody at home and if I stay I might not leave alone', ""Nah, honey, I'm good"", 'I could have another but I probably should not', 'I gotta bid you adieu, to another I will stay true (True)', 'I will stay true (True), I will stay true (True)', ""So nah, nah, honey, I'm good"", 'I could have another but I probably should not', 'I got somebody at home and if I stay I might not leave alone', ""Nah, honey, I'm good"", 'I could have another but I probably should not', 'I gotta bid you adieu, to another I will stay true (True)', 'I will stay true (True), I will stay true (True)', '', ""Oh no, honey, I'm good"", 'I could have another but I probably should not', 'I got somebody at home, and if I stay, I might not leave alone', ""Nah, honey, I'm good"", 'I could have another but I probably should not', 'I gotta bid you adieu, to another I will stay true', ""Nah, nah, honey, I'm good"", 'I could have another but I probably should not', 'I got somebody at home, and if I stay, I might not leave alone', ""Nah, honey, I'm good"", 'I could have another but I probably should not', 'I gotta bid you adieu, to another I will stay true (True)', 'I will stay true (True), I will stay true (True), I will stay true (True)']","['Now, better men than me have failed', 'Drinking from that unholy grail', 'Now check it out', 'I got her and she got me and you got that ass', 'But I kindly gotta be like']",,"['I will stay true (True)', 'Sing it now', 'Oh, whoa, oh...', 'I will stay true']","[""Oh, I'm sure you, sure you will make somebody's night"", ""But oh, I assure you, assure you it sure as hell's not mine""]",,,"[""Nah, nah, honey, I'm good"", 'I could have another but I probably should not', 'I got somebody at home, home, home, home']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[""Oh, there's a river that winds on forever"", ""I'm gonna see where it leads"", ""Oh, there's a mountain that no man has mounted"", ""I'm gonna stand on the peak"", ""Out there's a land that time don't command"", 'Wanna be the first to arrive', ""No time for ponderin' why I'm a-wanderin'"", ""Oh, while we're both still alive"", '']",,"['To the ends of the earth, would you follow me?', ""There's a world that was meant for our eyes to see"", 'To the ends of the earth, would you follow me?', ""If you won't I must say my goodbyes to thee"", '', 'To the ends of the earth, would you follow me?', ""There's a world that was meant for our eyes to see"", 'To the ends of the earth, would you follow me?', ""If you won't I must say my goodbyes to thee"", '']","[""Oh, there's an island where all things are silent"", ""I'm gonna whistle a tune"", ""Oh, there's a desert, that's size can't be measured"", ""I'm gonna count all the dunes"", ""Out there's a world that calls for me, girl"", ""Headin' out into the unknown"", 'Way-fair with strangers and all kind of danger', ""Please don't say I'm goin' alone""]",,,,"[""I wasn't ready to die for you, baby"", ""Doesn't mean I'm ready to stay"", ""What good is livin' a life you've been given"", 'If all you do is stand in one place?', ""I'm on a river that winds on forever"", ""Follow 'til I get where I'm goin'"", ""Maybe I'm headin' to die but I'm still gonna try"", ""I guess I'm goin' alone""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['Lakeside motel', 'At the corner gas', 'You asked for my help', 'Standing by your van', ""You're barefoot in a snapback"", ""Sippin' on your Iced Capp"", 'I changed your tire, you gave me your name', 'So I crashed your camp', 'With some friends of mine', 'Reached for your hand', 'The first of July', 'Fireworks on the water', 'Then we partied in the harbour', 'Blue Rodeo our soundtrack that night', ""We're high on"", '']",,"['Canadian summer', ""Makin' friends, crushin' cans, holdin' hands"", 'In those Muskoka pines', ""You blink and it's over"", ""Driftin' campfire nights in the land of the Northern Sky"", 'And ooh, howl at thе moon', 'When I stumbled in love with you, babе', 'All the magic we made', 'That Canadian summer', 'Canadian summer', ""Makin' friends, crushin' cans, holdin' hands"", 'In those Muskoka pines', ""We'll blink and it's over"", ""Driftin' campfire nights in the land of the Northern Sky"", 'And ooh, howl at the moon', 'When I, stumbled in love with you, babe', 'All the magic we made', 'That Canadian summer', '', 'Canadian summer', ""Makin' friends, crushin' cans, holdin' hands"", 'In those Muskoka pines', ""You blink and it's over"", ""Driftin' campfire nights in the land of the Northern Sky"", 'And ooh, howl at the moon', 'When I, stumbled in love with you, babe', 'All the magic we made', 'Yeah, those were the days', ""Oh, don't you wish we could stay"", 'In our Canadian summer? (Canadian summer)']","['Side-by-side into town', 'In my rusty truck', ""Drivin' sundown"", ""Hit mix and makin' out"", 'Off-road in a downpour', 'Hand prints on a fogged door', 'And I never felt so alive, so alive', '']",,,"['I hear a loon on the water', 'Out the backdoor of a one-room when you fall asleep', ""Babe, you're still wearing my Hip t-shirt"", 'Do you think about me when you smell the pine trees', ""Oh, I hope you're happy and your heart still burns"", 'Ooh, ah', 'Ooh, ah', 'Canadian summer']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[""It ain't my fault, so don't blame me"", 'I swear I just came here to unwind and have one drink', ""The way it looks, it ain't what you think"", 'This Cabernet has a way of vanishing on me', '']",,"[""There's a hole in the bottle leaking all this wine"", ""It's already empty and it ain't even supper time"", ""Honey, no, I don't miss him"", 'In fact, it slipped my mind', ""There's a hole in the bottle of wine"", '', ""There's a hole in the bottle leaking all this wine"", ""It's already empty and it ain't even supper time"", ""Honey, no, I don't miss him"", 'In fact, it slipped my mind', ""There's a hole in the bottle of wine (Aw, yeah)"", '', ""There's a hole in the bottle (Hole in the bottle) leaking all this wine"", ""It's already empty and it ain't even supper time"", ""Honey, no, I don't miss him"", 'In fact, it slipped my mind', ""There's a hole in the bottle of wine"", '']","['I keep my cool, play by all the rules', 'I swear ten minutes ago that bottle was full', ""But I won't cry about love gone wrong"", ""'Cause tears would water down this ruby red I'm sipping on""]",,"[""You may ask me where it's going"", ""But I can't even find"", 'The hole in the bottle of wine', ""She has abused her system, and she's paying for it""]","['I went and got a new one', ""'Cause the other one was broken"", ""Now this one's halfway gone"", ""And it's barely even open"", '']",,,"['There are many people who drink in moderation with no problems', 'Social, moral, or medical', 'They have\u2005learned\u2005to enjoy liquor\u2005without letting it upset', 'The functioning of\u2005their body and mind', 'It relaxes you, makes you more congenial\u205f(I\u205fjust\u205fhad one sip)', 'This\u205fhelps make a\u205fgathering cheerful and friendly', '']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[""I know what you're thinkin', 'cause I overheard"", ""Bartender what is she drinkin', you're starin' at\u2005her"", 'I\u2005know she looks\u2005like heaven, save yourself all the\u2005hell', 'Sit down that seven and seven, and just drink it\u205fyourself', '']",,"[""She's\u205fgonna\u205fclimb in your\u205fcar"", ""She's gonna mess\u205fup your sheets"", ""You're gonna give her your heart"", ""You're gonna give her your key"", ""She's gonna want you to change"", ""She's gonna flirt with your friends"", ""She's gonna string you along"", 'Ruin your favorite song', '', ""She's gonna climb in your car"", ""She's gonna mess up your sheets"", ""You're gonna give her your heart"", ""You're gonna give her your key"", ""She's gonna want you to change"", ""She's gonna flirt with your friends"", ""She's gonna string you along"", 'Ruin your favorite song', '']","[""You're better off going home, send out a drunk text or two"", ""Hey buddy do what you want, but if she's what you do"", 'I hope you like the taste of salt, tequila, and lime', ""'Cause you'll never taste Jack again without her on your mind""]",,"['Yes it is', ""That's a waste of a whiskey drink"", 'Yes it is', ""That's a waste of whiskey drink""]","[""Yeah, that's a waste of eight bucks"", 'Six months and a pearl jam shirt', 'Half your summer, half your savings and a whole lot of hurt', 'Pour your left and drink in your right, make it a double', 'Save yourself all the trouble', '']",,,,"['And it ends with you back at the bar', 'Where you are right now', 'No matter what you think', ""That's a waste of a whiskey drink"", 'Yeah, waste of a whiskey drink', '', 'And it ends with you back at the bar', 'Where you are right now', 'No matter what you think', ""That's a waste of a whiskey drink"", 'Yeah, waste of a whiskey drink', '', 'And it ends with you back at the bar', 'Where you are right now', 'No matter what you think', ""That's a waste of a whiskey drink"", '']",,"[""She's gonna climb in your car"", 'Leave her dress on the floor', ""She's gonna tell you she never felt like this before"", ""She's gonna want you to change"", 'Gonna sleep with your friends', ""She's gonna string you along"", 'Ruin your favorite song']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[""Love, I've been looking for a while"", 'Been\u200a close a couple times', ""Man,\u200a she's hard to find"", 'And towns everywhere along the map', ""Well, I've traveled there and back"", ""And\u200a I wonder where she's at"", '']",,"[""Yeah,\u200a maybe she's in Dallas"", 'Cheering for the Cowboys', 'Maybe\u200a laying low down in Mexico', 'I know she loves the sunshine', ""Yeah, maybe she's in Vegas"", 'At a table dealing Blackjack', ""Hey,\u200a if you wouldn't mind, if you see her out tonight"", ""Tell her she's mine (Yeah, boy)"", '', ""Maybe she's living in a small town"", ""And she's taught to fear the Bible"", ""But she's got a couple friends that she runs around with"", ""Dancin' with the Devil"", ""Maybe she's sittin' in a café"", 'In a lonely, crowded city', ""Hey, if you wouldn't mind, if you see her out tonight"", ""Tell her she's mine (Come on)"", ""Hell, maybe she's a hippie"", ""Hangin' on the west coast"", ""With flowers in her hair, probably doesn't care"", ""'Bout nothin' but a good time"", ""Maybe she's living up in New York"", 'Working down on Wall Street', ""Hey, if you wouldn't mind, if you see her out tonight"", ""Tell her she's mine"", '']",,,"[""Yeah, tell her she's mine"", ""Tell her she's mine"", ""Hey, if you wouldn't mind, if you see her out tonight"", ""Tell her she's mine""]","[""Tell her I'm comin', I'm runnin'"", ""Yeah, I'm sorry I'm late"", 'That I want her, I love her', ""And I just can't wait to meet her someday"", '']",,,,,,,"[""Life, it's a crazy ride, isn't it?"", ""And I'm loving every minute"", ""But it'd be better with her in it, yeah"", '']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['Is it me, or does everybody look exactly the same?', 'In a house, on a couch, making out, playing dangerous games', '']",,"['We can take the long way home', ""Down every goin'-nowhere-road"", ""I don't mind the traffic lights"", ""They're givin' me more time to kiss you slow"", 'We can take the long way home', ""Mama doesn't need to know"", 'Can you give me that speed?', 'Small town streets, young and free', 'You and me and the radio', ""Let's take the long way home"", 'The long way home', '', 'We can take the long way home', ""Down every goin'-nowhere-road"", ""I don't mind the traffic lights"", ""They're givin' me more time to kiss you slow (More time to kiss you slow)"", 'We can take the long way home', ""Mama doesn't need to know (Know)"", 'Can you give me that speed?', 'Small town streets, young and free', 'You and me and the radio', ""Let's take the long way home"", 'The long way home', '', 'We can take the long way home', ""Down every goin'-nowhere-road"", ""I don't mind the traffic lights"", ""They're givin' me more time to kiss you slow"", 'We can take the long way home', ""Mama doesn't need to know"", 'Can you give me that speed?', 'Small town streets, young and free', 'You and me and the radio', ""Let's take the long way home"", 'The long way home', 'The long way home', ""Let's take the long way home"", 'The long way home']","['We can say we ran outta gas, got lost and had a flat tire (Oops)', ""11:59 pullin' in the drive, down to the wire""]",,,"['We can take the back roads', 'We can take the highway', 'I can go yours, you can go my way', 'I can go yours, you can go my way', 'We can take the back roads', 'We can take the highway', 'I can go yours, you can go my way', 'I can go yours, you can go my way (Whoa)', 'My way, my, way, my way, my way']",,,,,,,,"[""So if I'm bein' honest"", 'I really wanna leave this party', ""So how 'bout you start it up?"", '']","[""There's no way we can stay at the party"", 'Baby, drive this Kia like an Audi', ""I'm 'bout to start it up"", '']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"['Mile upon mile got no direction', ""We're all playing the same game"", ""We're all looking for redemption"", 'We’re just afraid to say the name', 'So caught up now in pretending', ""What we're seeking is the truth"", ""I'm just looking for a happy ending"", ""All I'm looking for is you"", '', 'Chorus', '', 'And it came upon me wave on wave', ""You're the reason I'm still here"", 'Am I the one you were sent to save', 'And it came upon me wave on wave', '', 'I wondered out into the water', 'And I thought that I might drown', 'I don’t know what I was after', 'Just know I was going down', ""That's when she found me"", 'Not afraid anymore', 'She said you know I always had you baby', 'Just waiting for you to find what you were looking for', '', 'Repeat Chorus', 'Wave on wave, wave on wave…', '', 'Repeat Chorus', '', 'The clouds broke and the angels cried', ""You ain't gotta walk alone"", ""That's why they put me in your way"", 'And it came upon me wave on wave', '', 'Chorus', 'Repeat Chorus']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['These truck stop bars are lonely', ""These highways, they don't quit"", 'You might be my one and only', ""If we keep meetin' like this"", '']",,"['Am I right or Amarillo?', ""Am I wrong for lovin' you?"", 'Come lay down on my pillow', ""'Til the dawn comes breakin' through"", ""Am I crazy? I don't know"", 'You just might be too', 'Am I right or Amarillo?', ""Am I wrong for lovin' you?"", '', 'Am I right or Amarillo?', ""Am I wrong for lovin' you?"", 'Come lay down on my pillow', ""'Til the dawn comes breakin' through"", ""Am I crazy? I don't know"", 'You just might be too', 'Am I right or Amarillo?', ""Am I wrong for lovin' you?"", 'Am I right or Amarillo?', ""Am I wrong for lovin' you?"", 'Come lay down on my pillow', ""'Til the dawn comes breakin' through"", ""Am I crazy? I don't know"", 'You just might be too', 'Am I right or Amarillo?', ""Am I wrong for lovin' you?"", '', 'Am I right or Amarillo?', ""Am I wrong for lovin' you?"", 'Come lay down on my pillow', ""'Til the dawn comes breakin' through"", ""Am I crazy? I don't know"", 'You just might be too', 'Am I right or Amarillo?', ""Am I wrong for lovin' you?"", 'Am I right or Amarillo?', ""Am I wrong for lovin' you?""]","[""It's too late to stop drinkin'"", 'Too early to go home', ""There's a flashin' vacancy sign"", 'Just across the road', '']",,"[""That'll do, pig"", ""That's country""]",,"['My ring is on my keychain', ""Your diamond's in your purse"", ""It won't feel like cheatin'"", 'If nobody gets hurt', '']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[""That lil' pussy got some power in it"", ""That lil' pussy got some power in it"", 'Super soaker, need a towel for it', ""Drippin' on me like a showerhead"", ""Throw it back and arch your back when you doin' mе"", ""Bust in back to back to back when you doin' me"", ""I be runnin' back to gеt it back when I'm through"", 'Lotta Birkin bags, back to back, got the black and the white and the blue', ""That lil' pussy doin' somethin' to me"", ""Ooh, that lil' pussy feel good to me"", 'You know what you got and girl, you got a lot', 'Skeet from the back and I just wanna watch', 'Climb up on top and ride me like a bike', 'You got that power, power', 'Tryna beat it for hour, hours', ""If it's yours, it's mines, it's ours""]","['You know what I like, you know how to make me wanna want you', ""I ain't screamin', come over, jump on it"", 'You know what I like, you know how to make me wanna want you', ""You ridin' this dick like you own it"", 'You know what I like, you know how to make me wanna want you', 'You know how to make me go crazy', 'And you know that pussy got power, baby', ""You're makin' me wanna come tear it up"", '', 'You know what I like, you know how to make me wanna want you', ""I ain't screamin', come over, jump on it"", 'You know what I like, you know how to make me wanna want you', ""You ridin' this dick like you own it"", 'You know what I like, you know how to make me wanna want you', 'You know how to make me go crazy', 'And you know that pussy got power, baby', ""You makin' me wanna come tear it up"", '']","['So you hide away and never tell', 'You decide if darkness knows you well', 'That lesson of love, all that it was', 'I need you to see', ""You've got that power over me, my my"", 'Everything\u205fI\u205fhold\u205fdear is right\u205fin those eyes', 'Got\u205fthat power over me, my my', 'The only one I know, the only one on my mind', ""You've got that power over me"", '', 'So you hide away and never tell', 'You decide if darkness knows you well', 'That lesson of love, all that it was', 'I need you to see', ""You've got that power over me, my my"", 'Everything I hold dear is right in those eyes', 'Got that power over me, my my', 'The only one I know, the only one on my mind', ""You've got that power over me"", '']","[""Bitch a gangster, I be puttin' her hands, all the way behind her back"", 'I be divin\', when I be divin\' she be, ""Dick, dick, dick""', '""When you finish cummin\' all over my stomach, bae could you please stand up?""', '""I need your left hand for the grip of my hair, could you please put your free hand up?""', '""When you finish cummin\' all over my stomach, bae could you please stand up?""', '""I need your left hand for the grip of my hair, could you please put your free hand up?""', ""You're all to myself when I grip on your pelvis, you knowin' how we make love"", ""Don't need no audience, we had an argument, this is how we made up"", ""Say you got that power inside of your body, the faces you make and I love how you shakin'"", ""You pointin' your toes when I tell you to take it"", ""That dick in your stomach, I don't do no fakin', you know I'm a gangster"", ""Watch out, I'ma kiss on your waist, it ain't no interruptin' our session"", ""I go in the matrix, hold up, I slow up the pace, then I apply a lil' pressure""]",,"[""You've got that power over me, my my"", 'Everything I hold dear is right in those eyes', 'Got that power over me, my my', 'The only one I know, the only one on my mind']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"['I remember the way you looked at me for the first time', 'And our eyes lingered in the symphony of another Saturday night', 'And you still do that to me', 'Like I’m the only one', 'The only matter day', '', 'Yeah it’s you', 'I was waiting for', 'And I never ever saw you coming', 'Yeah I need you forevermore', 'And I never want to see you go', '', 'Love was just a losing game far as I knew', 'I think of all the hearts that had to break just to find you', '(I thank the Lord I found the truth in you)', 'And you still drive me crazy (Crazy)', 'So crazy (Crazy)', 'I want to have you baby', '', 'Baby it’s you I was waiting for', 'And I never ever saw you coming', 'Yeah I need you forevermore', 'And I never want to see you', '', 'In any other way from this', 'You turn me on like no one ever did', 'I love you', 'I love you today and everyday', 'No I never ever saw you coming', 'And I never want to see you go', '', 'Baby, baby, don’t go, don’t go, don’t go, baby', '', 'Oh I never want to see you go, go, go, go', 'So don’t go, go, go']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['I put on my best dress and said yes to our first date', 'You remembered everything except to fill your tank', 'And we broke down on the interstate', 'But I kissed you anyway', 'Fast forward a year from then, I remember when', 'We were young and flat broke', 'Living in a studio apartment eating SpaghettiOs', 'Yeah, it sucks', ""But we wouldn't be us if we weren't"", '']",,"[""Fightin', slammin' doors"", ""Makin' up on the kitchen floor"", ""Pullin' over just to dance"", 'Every time we get the chance', ""Goin' out for just a round"", 'At 2AM, we shut it down', ""Lovin', laughin' through the rough"", ""Oh, 'cause"", ""Anything less just wouldn't be us"", 'Us', '', ""Fightin', slammin' doors"", ""Makin' up on the kitchen floor"", ""Pullin' over just to dance"", 'Every time we get the chance', ""Goin' out for just a round"", 'At 2AM, we shut it down', ""Lovin', laughin' through the rough"", ""Oh, 'cause"", ""Anything less just wouldn't be us"", 'Us', '', ""Fightin', slammin' doors"", ""Makin' up on the kitchen floor"", ""Pullin' over just to dance"", 'Every time we get the chance', ""Goin' out for just a round"", 'At 2AM, we shut it down', ""Lovin', laughin' through the rough"", ""Yeah, we were fightin', slammin' doors"", ""Makin' up on the kitchen floor"", ""Pullin' over just to dance"", 'Every time we get the chance', ""Goin' out for just a round"", 'At 2AM, we shut it down', ""Lovin', laughin' through the rough"", ""Oh, 'cause"", ""Anything less just wouldn't be us""]","['I remember last December, I overheard you talk', ""About the question you were askin'"", 'And the ring you bought', ""I started cryin' 'cause I ruined the surprise"", 'It was perfectly imperfect', 'Just how I wanna spend my life with you']",,"[""(Anything less just wouldn't be) Us"", ""(Anything less just wouldn't be) Us"", ""(Anything less just wouldn't be) Us""]","[""I ain't lookin' for a fairytale"", 'They all end the same way', ""We're writin' our own story"", ""Wouldn't have it any other way"", 'Unless we were', '']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[""Mama don't pray for my success anymore, yeah"", 'But mama still prays for me', ""Seein' the world ain't really seein' the world"", 'Through a window from A to B', 'Between alcohol and women and Adderall and adrenaline', ""I don't ever get no rest"", 'Signed my life away to be the life of the party', 'Yeah, to everybody else', '']",,"['I look like a rockstar, in and out of cop cars', ""Livin' out a suitcase, trashin' hotel bars"", ""If I see the sunrise, it's 'cause I stayed up all night"", ""Drinkin' 'cause I need to, damn it, what a good life"", ""Judgin' by my long hair, you might think I don't care"", ""Sittin' here, sippin' and bitchin' about a spot where"", 'Peoplе would kill to be, kill to be, kill to be', ""But y'all, it ain't as good as it seems, this livin' thе dream is"", ""Killin' me, killin' me, killin' me"", ""It's killin' me, killin' me, killin' me"", '', ""I'm a rockstar, in and out of cop cars"", ""Livin' out a suitcase, trashin' hotel bars"", ""If I see the sunrise, it's 'cause I stayed up all night"", ""Drinkin' 'cause I need to, damn it, what a good life"", ""Judgin' by my long hair, you might think I don't care"", ""Sittin' here, sippin' and bitchin' about a spot where"", 'People would kill to be, kill to be, kill to be', ""But y'all, it ain't as good as it seems, this livin' the dream is"", ""Killin' me, killin' me, killin' me"", ""It's killin' me, killin' me, killin' me"", ""Killin' me, killin' me, killin' me"", '', ""I'm a rockstar, in and out of cop cars"", ""Livin' out a suitcase, trashin' hotel bars"", ""If I see the sunrise, it's 'cause I stayed up all night"", ""Drinkin' 'cause I need to, damn it, what a good life"", ""Judgin' by my long hair, you might think I don't care"", ""Sittin' here, sippin' and bitchin' about a spot where"", 'People would kill to be, kill to be, kill to be', ""But y'all, it ain't as good as it seems, this livin' the dream is"", ""Killin' me, killin' me, killin' me"", ""It's killin' me, killin' me, killin' me"", ""Killin' me, killin' me, killin' me""]","['Another day, another venue', ""There's trouble to get into"", ""And love ain't on the menu again"", 'Lonely as an eagle', 'I meet a thousand people', 'Who think I got a thousand friends']",,,,,,,,,,,,,"['Ooh', ""There's a stranger in the mirror"", 'Ooh', ""But accordin' to the pictures"", '', 'Ooh', ""There's a stranger in the mirror"", 'Ooh', ""But accordin' to the pictures"", '']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
